"Date","Storage(acre-feet)"
2001-11-02,53689
2001-11-03,54110
2001-11-04,54481
2001-11-05,54887
2001-11-06,55282
2001-11-07,55661
2001-11-08,55823
2001-11-09,55812
2001-11-10,55812
2001-11-11,55812
2001-11-12,55856
2001-11-13,55856
2001-11-14,54983
2001-11-15,55574
2001-11-16,54919
2001-11-17,54257
2001-11-18,53637
2001-11-19,54684
2001-11-20,55726
2001-11-21,55090
2001-11-22,55090
2001-11-23,56279
2001-11-24,56916
2001-11-25,56279
2001-11-26,55639
2001-11-27,55004
2001-11-28,54385
2001-11-29,53826
2001-11-30,54396
2001-12-01,56718
2001-12-02,57071
2001-12-03,56552
2001-12-04,55997
2001-12-05,55455
2001-12-06,54780
2001-12-07,55303
2001-12-08,55015
2001-12-09,54439
2001-12-10,53805
2001-12-11,53973
2001-12-12,56040
2001-12-13,55379
2001-12-14,55079
2001-12-15,54535
2001-12-16,53973
2001-12-17,55336
2001-12-18,54716
2001-12-19,54099
2001-12-20,55122
2001-12-21,54940
2001-12-22,56806
2001-12-23,56398
2001-12-24,56008
2001-12-25,55574
2001-12-26,55079
2001-12-27,54599
2001-12-28,54343
2001-12-29,55747
2001-12-30,55910
2001-12-31,56311
2002-01-01,56105
2002-01-02,57082
2002-01-03,57871
2002-01-04,57725
2002-01-05,57468
2002-01-06,57137
2002-01-07,56762
2002-01-08,56387
2002-01-09,55953
2002-01-10,55520
2002-01-11,55058
2002-01-12,54513
2002-01-13,53942
2002-01-14,55758
2002-01-15,55164
2002-01-16,54588
2002-01-17,56387
2002-01-18,55856
2002-01-19,55303
2002-01-20,54716
2002-01-21,54162
2002-01-22,53595
2002-01-23,55693
2002-01-24,56018
2002-01-25,55433
2002-01-26,55036
2002-01-27,54673
2002-01-28,54396
2002-01-29,56170
2002-01-30,56365
2002-01-31,55812
2002-02-01,55260
2002-02-02,56398
2002-02-03,55899
2002-02-04,55282
2002-02-05,54684
2002-02-06,55802
2002-02-07,56674
2002-02-08,56608
2002-02-09,55682
2002-02-10,54737
2002-02-11,55834
2002-02-12,54834
2002-02-13,56257
2002-02-14,55314
2002-02-15,56497
2002-02-16,55574
2002-02-17,54855
2002-02-18,55090
2002-02-19,56018
2002-02-20,56707
2002-02-21,55910
2002-02-22,55047
2002-02-23,56497
2002-02-24,55628
2002-02-25,54759
2002-02-26,55953
2002-02-27,55036
2002-02-28,56138
2002-03-01,56018
2002-03-02,55921
2002-03-03,55314
2002-03-04,54353
2002-03-05,56083
2002-03-06,55132
2002-03-07,55433
2002-03-08,55932
2002-03-09,55207
2002-03-10,54481
2002-03-11,55769
2002-03-12,55769
2002-03-13,55769
2002-03-14,55552
2002-03-15,55715
2002-03-16,55943
2002-03-17,56105
2002-03-18,55693
2002-03-19,55650
2002-03-20,56883
2002-03-21,54343
2002-03-22,55845
2002-03-23,56751
2002-03-24,54524
2002-03-25,56530
2002-03-26,54141
2002-03-27,56784
2002-03-28,54887
2002-03-29,57815
2002-03-30,57347
2002-03-31,56246
2002-04-01,56300
2002-04-02,56828
2002-04-03,56541
2002-04-04,57181
2002-04-05,57580
2002-04-06,57938
2002-04-07,57848
2002-04-08,58252
2002-04-09,58352
2002-04-10,58308
2002-04-11,58633
2002-04-12,58895
2002-04-13,59579
2002-04-14,59993
2002-04-15,59958
2002-04-16,59647
2002-04-17,59397
2002-04-18,59419
2002-04-19,59431
2002-04-20,59545
2002-04-21,59670
2002-04-22,59636
2002-04-23,60271
2002-04-24,60456
2002-04-25,60687
2002-04-26,61718
2002-04-27,61801
2002-04-28,61907
2002-04-29,61836
2002-04-30,62048
2002-05-01,62119
2002-05-02,60548
2002-05-03,61366
2002-05-04,61954
2002-05-05,61354
2002-05-06,61848
2002-05-07,61860
2002-05-08,62095
2002-05-09,62059
2002-05-10,62477
2002-05-11,62405
2002-05-12,63122
2002-05-13,63544
2002-05-14,63398
2002-05-15,63980
2002-05-16,64271
2002-05-17,64041
2002-05-18,64113
2002-05-19,64356
2002-05-20,64649
2002-05-21,65388
2002-05-22,65320
2002-05-23,65252
2002-05-24,64981
2002-05-25,65338
2002-05-26,65683
2002-05-27,64846
2002-05-28,64380
2002-05-29,64748
2002-05-30,64809
2002-05-31,65154
2002-06-01,63810
2002-06-02,64994
2002-06-03,64846
2002-06-04,64834
2002-06-05,64711
2002-06-06,65548
2002-06-07,65560
2002-06-08,65695
2002-06-09,65252
2002-06-10,65252
2002-06-11,65425
2002-06-12,65277
2002-06-13,65326
2002-06-14,65425
2002-06-15,65277
2002-06-16,65240
2002-06-17,65228
2002-06-18,65129
2002-06-19,65105
2002-06-20,65363
2002-06-21,65301
2002-06-22,65363
2002-06-23,64969
