"Date","Storage(acre-feet)"
2009-03-24,45068
2009-03-25,45209
2009-03-26,45131
2009-03-27,43886
2009-03-28,43126
2009-03-29,42433
2009-03-30,41559
2009-03-31,40248
2009-04-01,39961
2009-04-02,40142
2009-04-03,40293
2009-04-04,40445
2009-04-05,40629
2009-04-06,40781
2009-04-07,40979
2009-04-08,41132
2009-04-09,41345
2009-04-10,41452
2009-04-11,41635
2009-04-12,41787
2009-04-13,41864
2009-04-14,42017
2009-04-15,42141
2009-04-16,42248
2009-04-17,42248
2009-04-18,42202
2009-04-19,42233
2009-04-20,41956
2009-04-21,41650
2009-04-22,41589
2009-04-23,41742
2009-04-24,41803
2009-04-25,41757
2009-04-26,41772
2009-04-27,41726
2009-04-28,41620
2009-04-29,41513
2009-04-30,41498
2009-05-01,41620
2009-05-02,41925
2009-05-03,42233
2009-05-04,42402
2009-05-05,42834
2009-05-06,43172
2009-05-07,43326
2009-05-08,43496
2009-05-09,43637
2009-05-10,43824
2009-05-11,43963
2009-05-12,NA
2009-05-13,NA
2009-05-14,44026
2009-05-15,44041
2009-05-16,43699
2009-05-17,43249
2009-05-18,42633
2009-05-19,42187
2009-05-20,41620
2009-05-21,41132
2009-05-22,40751
2009-05-23,40233
2009-05-24,40233
2009-05-25,39795
2009-05-26,38950
2009-05-27,39161
2009-05-28,40112
2009-05-29,40903
2009-05-30,41269
2009-05-31,41681
2009-06-01,41925
2009-06-02,41772
2009-06-03,41833
2009-06-04,41528
2009-06-05,41269
2009-06-06,41300
2009-06-07,41330
2009-06-08,41132
2009-06-09,41040
2009-06-10,40903
2009-06-11,40842
2009-06-12,40842
2009-06-13,40659
2009-06-14,40506
2009-06-15,40414
2009-06-16,40872
2009-06-17,41025
2009-06-18,41177
2009-06-19,41315
2009-06-20,40933
2009-06-21,40781
2009-06-22,40384
2009-06-23,39901
2009-06-24,39448
2009-06-25,38995
2009-06-26,38218
2009-06-27,38396
2009-06-28,38591
2009-06-29,38786
2009-06-30,38801
2009-07-01,38441
2009-07-02,38277
2009-07-03,37411
2009-07-04,37426
2009-07-05,36997
2009-07-06,36732
2009-07-07,36451
2009-07-08,36392
2009-07-09,36717
2009-07-10,37027
2009-07-11,37248
2009-07-12,37620
2009-07-13,37870
2009-07-14,38128
2009-07-15,38024
2009-07-16,37874
2009-07-17,37874
2009-07-18,37471
2009-07-19,37175
2009-07-20,36997
2009-07-21,37278
2009-07-22,36717
2009-07-23,36599
2009-07-24,36495
2009-07-25,36362
2009-07-26,36141
2009-07-27,36303
2009-07-28,36362
2009-07-29,36776
2009-07-30,37086
2009-07-31,37027
2009-08-01,36983
2009-08-02,36938
2009-08-03,36776
2009-08-04,36540
2009-08-05,36495
2009-08-06,37086
2009-08-07,37307
2009-08-08,37396
2009-08-09,37650
2009-08-10,37994
2009-08-11,38218
2009-08-12,38621
2009-08-13,38980
2009-08-14,39740
2009-08-15,40510
2009-08-16,41269
2009-08-17,41361
2009-08-18,41391
2009-08-19,41269
2009-08-20,41193
2009-08-21,41101
2009-08-22,40979
2009-08-23,40339
2009-08-24,40278
2009-08-25,40340
2009-08-26,40399
2009-08-27,40384
2009-08-28,40324
2009-08-29,40324
2009-08-30,40112
2009-08-31,40173
2009-09-01,40097
2009-09-02,39659
2009-09-03,39629
2009-09-04,39402
2009-09-05,39176
2009-09-06,38935
2009-09-07,38860
2009-09-08,38711
2009-09-09,38651
2009-09-10,38681
2009-09-11,38875
2009-09-12,39206
2009-09-13,40339
2009-09-14,40460
2009-09-15,41132
2009-09-16,41696
2009-09-17,42372
2009-09-18,42572
2009-09-19,42187
2009-09-20,41696
2009-09-21,41284
2009-09-22,40979
2009-09-23,40842
2009-09-24,40766
2009-09-25,40506
2009-09-26,40659
2009-09-27,40354
2009-09-28,40521
2009-09-29,40751
2009-09-30,41071
2009-10-01,40552
2009-10-02,40460
2009-10-03,40067
2009-10-04,40918
2009-10-05,40629
2009-10-06,40659
2009-10-07,40476
2009-10-08,40097
2009-10-09,39765
2009-10-10,39312
2009-10-11,39916
2009-10-12,39584
2009-10-13,40399
2009-10-14,41879
2009-10-15,42495
2009-10-16,43142
2009-10-17,43496
2009-10-18,43994
2009-10-19,44119
2009-10-20,44274
2009-10-21,44368
2009-10-22,44632
2009-10-23,44616
2009-10-24,44290
2009-10-25,43683
