"Date","Storage(acre-feet)"
2009-03-24,55489
2009-03-25,56512
2009-03-26,57520
2009-03-27,58613
2009-03-28,59893
2009-03-29,61189
2009-03-30,62499
2009-03-31,63785
2009-04-01,65124
2009-04-02,66584
2009-04-03,68075
2009-04-04,69269
2009-04-05,70392
2009-04-06,71578
2009-04-07,72943
2009-04-08,74732
2009-04-09,76126
2009-04-10,77462
2009-04-11,78707
2009-04-12,79772
2009-04-13,81065
2009-04-14,82487
2009-04-15,83741
2009-04-16,84839
2009-04-17,85989
2009-04-18,87269
2009-04-19,88897
2009-04-20,91053
2009-04-21,93677
2009-04-22,96560
2009-04-23,99419
2009-04-24,102383
2009-04-25,104537
2009-04-26,106341
2009-04-27,108143
2009-04-28,110249
2009-04-29,112441
2009-04-30,114723
2009-05-01,117516
2009-05-02,121458
2009-05-03,124593
2009-05-04,127344
2009-05-05,130158
2009-05-06,133537
2009-05-07,137161
2009-05-08,141093
2009-05-09,145209
2009-05-10,149200
2009-05-11,153141
2009-05-12,156529
2009-05-13,159628
2009-05-14,162350
2009-05-15,165112
2009-05-16,167937
2009-05-17,170804
2009-05-18,173422
2009-05-19,175681
2009-05-20,177658
2009-05-21,179286
2009-05-22,180835
2009-05-23,182070
2009-05-24,183181
2009-05-25,183952
2009-05-26,184124
2009-05-27,183867
2009-05-28,183545
2009-05-29,183331
2009-05-30,183288
2009-05-31,182839
2009-06-01,182305
2009-06-02,181367
2009-06-03,180282
2009-06-04,179074
2009-06-05,178186
2009-06-06,177532
2009-06-07,176626
2009-06-08,175408
2009-06-09,174153
2009-06-10,172818
2009-06-11,171384
2009-06-12,169687
2009-06-13,167834
2009-06-14,165479
2009-06-15,162491
2009-06-16,159508
2009-06-17,156429
2009-06-18,153239
2009-06-19,150001
2009-06-20,147005
2009-06-21,143882
2009-06-22,140333
2009-06-23,136448
2009-06-24,132388
2009-06-25,128309
2009-06-26,124323
2009-06-27,120498
2009-06-28,116850
2009-06-29,113165
2009-06-30,109448
2009-07-01,106106
2009-07-02,103060
2009-07-03,100038
2009-07-04,96978
2009-07-05,93930
2009-07-06,90851
2009-07-07,87667
2009-07-08,84282
2009-07-09,81612
2009-07-10,79436
2009-07-11,77318
2009-07-12,75200
2009-07-13,72971
2009-07-14,70680
2009-07-15,68359
2009-07-16,66025
2009-07-17,63706
2009-07-18,61470
2009-07-19,59226
2009-07-20,56892
2009-07-21,54500
2009-07-22,52084
2009-07-23,49660
2009-07-24,47280
2009-07-25,44945
2009-07-26,42617
2009-07-27,40231
2009-07-28,37880
2009-07-29,35355
2009-07-30,33501
2009-07-31,31789
2009-08-01,30236
2009-08-02,28798
2009-08-03,27250
2009-08-04,25957
2009-08-05,24655
2009-08-06,23168
2009-08-07,21685
2009-08-08,20599
2009-08-09,19720
2009-08-10,18569
2009-08-11,17374
2009-08-12,16302
2009-08-13,15256
2009-08-14,14331
2009-08-15,14026
2009-08-16,13959
2009-08-17,13868
2009-08-18,13641
2009-08-19,13441
2009-08-20,13302
2009-08-21,13078
2009-08-22,12888
2009-08-23,12727
2009-08-24,12617
2009-08-25,12524
2009-08-26,12424
2009-08-27,12315
2009-08-28,12203
2009-08-29,12091
2009-08-30,11972
2009-08-31,11862
2009-09-01,11745
2009-09-02,11629
2009-09-03,11460
2009-09-04,11387
