"Date","Storage(acre-feet)"
2001-03-06,99726
2001-03-07,89851
2001-03-08,84647
2001-03-09,83408
2001-03-10,83961
2001-03-11,84353
2001-03-12,84647
2001-03-13,85239
2001-03-14,85997
2001-03-15,86428
2001-03-16,86561
2001-03-17,86727
2001-03-18,87293
2001-03-19,87996
2001-03-20,89208
2001-03-21,91147
2001-03-22,93388
2001-03-23,95591
2001-03-24,97681
2001-03-25,99979
2001-03-26,102015
2001-03-27,103889
2001-03-28,105635
2001-03-29,106345
2001-03-30,107246
2001-03-31,108455
2001-04-01,NA
2001-04-02,109671
2001-04-03,110130
2001-04-04,110474
2001-04-05,110857
2001-04-06,111280
2001-04-07,111819
2001-04-08,112282
2001-04-09,112669
2001-04-10,113057
2001-04-11,113368
2001-04-12,113523
2001-04-13,113406
2001-04-14,113173
2001-04-15,112940
2001-04-16,112630
2001-04-17,112282
2001-04-18,111896
2001-04-19,111665
2001-04-20,111511
2001-04-21,111472
2001-04-22,111973
2001-04-23,112514
2001-04-24,113057
2001-04-25,113135
2001-04-26,113096
2001-04-27,112979
2001-04-28,112747
2001-04-29,112553
2001-04-30,112166
2001-05-01,111626
2001-05-02,110857
2001-05-03,110053
2001-05-04,109062
2001-05-05,107774
2001-05-06,106233
2001-05-07,104667
2001-05-08,103189
2001-05-09,101722
2001-05-10,100123
2001-05-11,98396
2001-05-12,96580
2001-05-13,94783
2001-05-14,93041
2001-05-15,91833
2001-05-16,91558
2001-05-17,91181
2001-05-18,90771
2001-05-19,90396
2001-05-20,90055
2001-05-21,89784
2001-05-22,89377
2001-05-23,89005
2001-05-24,88567
2001-05-25,88096
2001-05-26,87560
2001-05-27,87026
2001-05-28,86494
2001-05-29,85964
2001-05-30,85403
2001-05-31,85008
2001-06-01,84615
2001-06-02,84189
2001-06-03,83603
2001-06-04,83083
2001-06-05,82598
2001-06-06,82114
2001-06-07,81664
2001-06-08,81408
2001-06-09,81184
2001-06-10,81024
2001-06-11,80865
2001-06-12,80642
2001-06-13,80483
2001-06-14,80387
2001-06-15,80260
2001-06-16,80070
2001-06-17,79848
2001-06-18,79595
2001-06-19,79374
2001-06-20,79059
2001-06-21,78839
2001-06-22,78557
2001-06-23,78306
2001-06-24,78181
2001-06-25,78119
2001-06-26,77962
2001-06-27,77962
2001-06-28,77900
2001-06-29,77807
2001-06-30,77682
2001-07-01,77526
2001-07-02,77278
2001-07-03,77030
2001-07-04,76751
2001-07-05,76504
2001-07-06,76258
2001-07-07,76073
2001-07-08,75919
2001-07-09,75766
2001-07-10,75613
2001-07-11,75460
2001-07-12,75337
2001-07-13,75062
2001-07-14,74727
2001-07-15,74363
2001-07-16,74060
2001-07-17,73848
2001-07-18,73637
2001-07-19,73396
2001-07-20,73216
2001-07-21,73036
2001-07-22,72557
2001-07-23,72377
2001-07-24,72169
2001-07-25,71871
2001-07-26,71338
2001-07-27,70659
2001-07-28,69985
2001-07-29,69256
2001-07-30,68590
2001-07-31,67985
2001-08-01,67355
2001-08-02,66700
2001-08-03,66021
2001-08-04,65346
2001-08-05,64647
2001-08-06,63926
2001-08-07,63154
2001-08-08,62415
2001-08-09,61682
2001-08-10,61035
2001-08-11,60338
2001-08-12,59673
2001-08-13,59039
2001-08-14,58435
2001-08-15,57784
2001-08-16,57085
2001-08-17,56391
2001-08-18,55703
2001-08-19,54944
2001-08-20,54242
2001-08-21,53397
2001-08-22,52854
2001-08-23,52242
2001-08-24,51659
2001-08-25,51104
2001-08-26,50528
2001-08-27,49768
2001-08-28,49085
2001-08-29,48431
2001-08-30,47691
2001-08-31,46980
2001-09-01,46322
2001-09-02,45670
2001-09-03,45090
2001-09-04,44515
2001-09-05,43923
2001-09-06,43206
2001-09-07,42603
2001-09-08,41901
2001-09-09,41205
2001-09-10,40559
2001-09-11,39817
2001-09-12,39185
2001-09-13,38620
2001-09-14,37902
2001-09-15,37310
2001-09-16,36724
2001-09-17,36144
2001-09-18,35589
2001-09-19,35021
2001-09-20,34422
2001-09-21,33848
2001-09-22,33280
2001-09-23,32629
2001-09-24,32040
2001-09-25,31511
2001-09-26,30987
2001-09-27,30487
2001-09-28,30009
2001-09-29,29485
2001-09-30,28968
2001-10-01,28457
2001-10-02,27985
2001-10-03,27454
2001-10-04,26835
2001-10-05,26210
2001-10-06,25672
2001-10-07,25367
2001-10-08,25277
2001-10-09,25156
2001-10-10,20991
2001-10-11,20965
2001-10-12,21142
2001-10-13,21487
2001-10-14,21876
2001-10-15,21994
2001-10-16,21981
2001-10-17,21928
2001-10-18,21863
2001-10-19,22072
2001-10-20,22497
2001-10-21,22955
2001-10-22,23050
2001-10-23,22996
2001-10-24,22982
2001-10-25,23023
2001-10-26,23283
2001-10-27,23685
2001-10-28,23853
2001-10-29,23994
2001-10-30,24136
2001-10-31,24122
2001-11-01,24079
2001-11-02,24065
2001-11-03,24022
2001-11-04,23994
2001-11-05,23952
2001-11-06,23909
2001-11-07,23839
2001-11-08,23783
2001-11-09,23741
2001-11-10,23699
2001-11-11,23769
2001-11-12,24008
2001-11-13,24065
2001-11-14,23685
2001-11-15,23283
