"Date","Storage(acre-feet)"
2009-03-24,4875
2009-03-25,4880
2009-03-26,4897
2009-03-27,4926
2009-03-28,4982
2009-03-29,5066
2009-03-30,5145
2009-03-31,5225
2009-04-01,5342
2009-04-02,5468
2009-04-03,5559
2009-04-04,5626
2009-04-05,5698
2009-04-06,5792
2009-04-07,5912
2009-04-08,6003
2009-04-09,6066
2009-04-10,6114
2009-04-11,6160
2009-04-12,6215
2009-04-13,6334
2009-04-14,6432
2009-04-15,6501
2009-04-16,6557
2009-04-17,6627
2009-04-18,6760
2009-04-19,7012
2009-04-20,7375
2009-04-21,7824
2009-04-22,8345
2009-04-23,8871
2009-04-24,9257
2009-04-25,9483
2009-04-26,9638
2009-04-27,9823
2009-04-28,10007
2009-04-29,10196
2009-04-30,10404
2009-05-01,11037
2009-05-02,11509
2009-05-03,11974
2009-05-04,12320
2009-05-05,12725
2009-05-06,13193
2009-05-07,13663
2009-05-08,14149
2009-05-09,14673
2009-05-10,14851
2009-05-11,14862
2009-05-12,NA
2009-05-13,NA
2009-05-14,14866
2009-05-15,14930
2009-05-16,14972
2009-05-17,15007
2009-05-18,14984
2009-05-19,15001
2009-05-20,14960
2009-05-21,14924
2009-05-22,14960
2009-05-23,14943
2009-05-24,14860
2009-05-25,14862
2009-05-26,14868
2009-05-27,14880
2009-05-28,14880
2009-05-29,14874
2009-05-30,14856
2009-05-31,14868
2009-06-01,14531
2009-06-02,14500
2009-06-03,14423
2009-06-04,14502
2009-06-05,14566
2009-06-06,14533
2009-06-07,14488
2009-06-08,14558
2009-06-09,14642
2009-06-10,14616
2009-06-11,14585
2009-06-12,14603
2009-06-13,14603
2009-06-14,14614
2009-06-15,14622
2009-06-16,14700
2009-06-17,14727
2009-06-18,14731
2009-06-19,14766
2009-06-20,14673
2009-06-21,14644
2009-06-22,14644
2009-06-23,14638
2009-06-24,14649
2009-06-25,14912
2009-06-26,14899
2009-06-27,14908
2009-06-28,14910
2009-06-29,14899
2009-06-30,14845
2009-07-01,14748
2009-07-02,14723
2009-07-03,14665
2009-07-04,14585
2009-07-05,14488
2009-07-06,14394
2009-07-07,14249
2009-07-08,13995
2009-07-09,14060
2009-07-10,14105
2009-07-11,14178
2009-07-12,14249
2009-07-13,14316
2009-07-14,14386
2009-07-15,14425
2009-07-16,14455
2009-07-17,14511
2009-07-18,14535
2009-07-19,14564
2009-07-20,14572
2009-07-21,14574
2009-07-22,14562
2009-07-23,14492
2009-07-24,14431
2009-07-25,14353
2009-07-26,14265
2009-07-27,14182
2009-07-28,14097
2009-07-29,14030
2009-07-30,13960
2009-07-31,13890
2009-08-01,13820
2009-08-02,13745
2009-08-03,13670
2009-08-04,13600
2009-08-05,13531
2009-08-06,13461
2009-08-07,13379
2009-08-08,13298
2009-08-09,13212
2009-08-10,13127
2009-08-11,13100
2009-08-12,12966
2009-08-13,12862
