"Date","Storage(acre-feet)"
2009-03-24,140167
2009-03-25,140114
2009-03-26,140535
2009-03-27,141012
2009-03-28,141595
2009-03-29,142181
2009-03-30,143035
2009-03-31,143517
2009-04-01,144484
2009-04-02,145294
2009-04-03,146486
2009-04-04,147521
2009-04-05,148232
2009-04-06,148890
2009-04-07,149495
2009-04-08,150211
2009-04-09,150931
2009-04-10,151652
2009-04-11,152376
2009-04-12,152990
2009-04-13,153550
2009-04-14,154223
2009-04-15,154842
2009-04-16,155405
2009-04-17,156085
2009-04-18,156878
2009-04-19,157504
2009-04-20,158245
2009-04-21,159220
2009-04-22,160427
2009-04-23,161814
2009-04-24,163734
2009-04-25,165609
2009-04-26,166730
2009-04-27,167677
2009-04-28,168686
2009-04-29,169701
2009-04-30,170598
2009-05-01,172221
2009-05-02,175070
2009-05-03,177826
2009-05-04,180112
2009-05-05,182041
2009-05-06,184172
2009-05-07,186762
2009-05-08,189632
2009-05-09,192851
2009-05-10,196300
2009-05-11,199588
2009-05-12,203042
2009-05-13,206330
2009-05-14,209652
2009-05-15,213074
2009-05-16,217013
2009-05-17,220857
2009-05-18,225025
2009-05-19,228306
2009-05-20,231542
2009-05-21,234224
2009-05-22,236483
2009-05-23,238757
2009-05-24,240599
2009-05-25,242153
2009-05-26,243786
2009-05-27,245279
2009-05-28,246400
2009-05-29,247524
2009-05-30,248426
2009-05-31,249178
2009-06-01,249857
2009-06-02,250311
2009-06-03,250462
2009-06-04,250462
2009-06-05,250311
2009-06-06,250311
2009-06-07,249933
2009-06-08,249329
2009-06-09,248728
2009-06-10,247824
2009-06-11,247150
2009-06-12,246775
2009-06-13,246400
2009-06-14,245950
2009-06-15,245204
2009-06-16,244457
2009-06-17,243563
2009-06-18,242598
2009-06-19,241856
2009-06-20,241782
2009-06-21,241339
2009-06-22,240525
2009-06-23,239567
2009-06-24,238536
2009-06-25,237509
2009-06-26,236850
2009-06-27,236483
2009-06-28,235900
2009-06-29,235170
2009-06-30,234224
2009-07-01,233279
2009-07-02,232193
2009-07-03,230892
2009-07-04,230029
2009-07-05,228664
2009-07-06,226662
2009-07-07,224670
2009-07-08,222758
2009-07-09,220998
2009-07-10,219385
2009-07-11,218268
2009-07-12,216874
2009-07-13,215279
2009-07-14,213485
2009-07-15,211631
2009-07-16,209652
2009-07-17,207683
2009-07-18,206129
2009-07-19,204381
2009-07-20,202375
2009-07-21,200050
2009-07-22,197742
2009-07-23,195515
2009-07-24,193303
2009-07-25,191366
2009-07-26,189311
2009-07-27,187207
2009-07-28,185055
2009-07-29,182729
2009-07-30,180422
2009-07-31,178442
2009-08-01,176721
2009-08-02,174461
2009-08-03,172101
2009-08-04,169879
2009-08-05,167736
2009-08-06,165668
2009-08-07,163967
2009-08-08,162393
2009-08-09,160715
2009-08-10,158761
2009-08-11,156878
2009-08-12,155068
2009-08-13,153438
2009-08-14,152098
2009-08-15,150876
2009-08-16,149770
2009-08-17,148560
2009-08-18,147466
2009-08-19,146269
2009-08-20,144916
2009-08-21,143464
2009-08-22,142341
2009-08-23,141118
2009-08-24,139955
2009-08-25,138851
2009-08-26,137751
2009-08-27,136555
2009-08-28,135262
2009-08-29,133926
2009-08-30,132497
2009-08-31,131079
2009-09-01,129721
2009-09-02,128272
2009-09-03,126835
2009-09-04,125457
2009-09-05,124284
2009-09-06,123119
2009-09-07,122057
2009-09-08,121193
2009-09-09,120428
2009-09-10,119572
2009-09-11,118768
2009-09-12,117966
2009-09-13,117075
2009-09-14,116142
2009-09-15,115168
2009-09-16,114429
2009-09-17,113740
2009-09-18,113054
2009-09-19,112233
2009-09-20,111508
2009-09-21,110786
2009-09-22,109977
2009-09-23,109038
2009-09-24,107973
2009-09-25,107046
2009-09-26,106126
2009-09-27,105167
2009-09-28,104171
2009-09-29,103138
2009-09-30,102240
2009-10-01,101475
2009-10-02,100799
2009-10-03,100251
2009-10-04,99664
2009-10-05,99162
2009-10-06,98621
2009-10-07,98123
2009-10-08,97669
2009-10-09,97297
2009-10-10,96927
2009-10-11,96640
2009-10-12,96354
2009-10-13,96190
2009-10-14,98123
2009-10-15,100124
2009-10-16,101178
2009-10-17,101942
2009-10-18,102624
2009-10-19,103138
2009-10-20,103567
2009-10-21,103739
2009-10-22,103825
2009-10-23,103868
2009-10-24,103825
2009-10-25,103825
2009-10-26,103696
2009-10-27,103610
2009-10-28,103524
2009-10-29,103438
2009-10-30,103309
2009-10-31,103352
2009-11-01,103309
2009-11-02,103266
2009-11-03,103180
2009-11-04,103052
2009-11-05,102881
2009-11-06,102795
2009-11-07,102752
2009-11-08,102795
2009-11-09,102752
2009-11-10,102710
2009-11-11,102710
2009-11-12,102624
2009-11-13,102667
2009-11-14,102710
2009-11-15,102795
2009-11-16,102795
2009-11-17,102795
2009-11-18,102710
2009-11-19,102752
2009-11-20,102539
2009-11-21,102539
2009-11-22,102453
2009-11-23,102496
2009-11-24,102496
2009-11-25,102539
2009-11-26,102539
2009-11-27,102410
2009-11-28,102368
2009-11-29,102325
2009-11-30,102282
2009-12-01,102070
2009-12-02,101815
2009-12-03,101687
2009-12-04,101517
2009-12-05,101390
2009-12-06,101517
2009-12-07,101942
2009-12-08,102112
2009-12-09,102112
2009-12-10,102368
2009-12-11,102710
2009-12-12,103180
2009-12-13,104386
2009-12-14,104949
2009-12-15,105340
2009-12-16,105732
2009-12-17,106126
2009-12-18,106475
2009-12-19,106826
2009-12-20,107135
2009-12-21,107399
2009-12-22,107840
2009-12-23,108239
2009-12-24,108550
2009-12-25,108860
2009-12-26,109128
2009-12-27,109440
2009-12-28,109709
2009-12-29,109887
2009-12-30,110291
2009-12-31,110561
2010-01-01,110831
2010-01-02,111101
2010-01-03,111327
2010-01-04,111508
2010-01-05,111735
2010-01-06,111962
2010-01-07,112233
2010-01-08,112461
2010-01-09,112689
2010-01-10,112917
2010-01-11,113144
2010-01-12,113373
2010-01-13,113878
2010-01-14,114337
2010-01-15,114567
2010-01-16,114844
2010-01-17,115168
2010-01-18,115910
2010-01-19,116794
2010-01-20,117732
2010-01-21,118720
2010-01-22,119287
2010-01-23,119810
2010-01-24,120333
2010-01-25,120906
2010-01-26,121432
2010-01-27,121865
2010-01-28,122346
2010-01-29,122683
2010-01-30,123022
2010-01-31,123361
2010-02-01,123701
2010-02-02,123992
2010-02-03,124284
2010-02-04,124626
2010-02-05,125114
2010-02-06,125948
2010-02-07,126736
2010-02-08,127379
2010-02-09,128173
2010-02-10,128670
2010-02-11,129170
2010-02-12,129671
2010-02-13,130121
2010-02-14,130625
2010-02-15,131230
2010-02-16,131837
2010-02-17,132497
2010-02-18,133109
2010-02-19,133772
2010-02-20,134439
2010-02-21,135262
2010-02-22,136245
2010-02-23,136867
2010-02-24,138536
2010-02-25,140377
2010-02-26,141595
2010-02-27,143249
2010-02-28,144538
2010-03-01,145457
2010-03-02,146214
2010-03-03,147030
2010-03-04,148013
2010-03-05,148835
2010-03-06,149605
2010-03-07,150433
2010-03-08,151041
2010-03-09,151374
2010-03-10,151763
2010-03-11,152153
2010-03-12,152487
2010-03-13,153158
2010-03-14,154054
2010-03-15,154729
2010-03-16,155405
2010-03-17,156028
2010-03-18,156935
2010-03-19,158018
2010-03-20,159162
2010-03-21,160311
2010-03-22,161292
2010-03-23,162337
2010-03-24,163325
2010-03-25,164201
