"Date","Storage(acre-feet)"
2009-03-24,81022
2009-03-25,81022
2009-03-26,82055
2009-03-27,82559
2009-03-28,83249
2009-03-29,84073
2009-03-30,84803
2009-03-31,85504
2009-04-01,86264
2009-04-02,87198
2009-04-03,87992
2009-04-04,88630
2009-04-05,89198
2009-04-06,89929
2009-04-07,NA
2009-04-08,91454
2009-04-09,92010
2009-04-10,92421
2009-04-11,92880
2009-04-12,93298
2009-04-13,93988
2009-04-14,94643
2009-04-15,95241
2009-04-16,95821
2009-04-17,96383
2009-04-18,96383
2009-04-19,98742
2009-04-20,100679
2009-04-21,102999
2009-04-22,105469
2009-04-23,107174
2009-04-24,109035
2009-04-25,109980
2009-04-26,110879
2009-04-27,111836
2009-04-28,112810
2009-04-29,113819
2009-04-30,114810
2009-05-01,116121
2009-05-02,119130
2009-05-03,122130
2009-05-04,125135
2009-05-05,128140
2009-05-06,131145
2009-05-07,133809
2009-05-08,136097
2009-05-09,137170
2009-05-10,138248
2009-05-11,142585
2009-05-12,NA
2009-05-13,NA
2009-05-14,148302
2009-05-15,150019
2009-05-16,152330
2009-05-17,154634
2009-05-18,156830
2009-05-19,158445
2009-05-20,160462
2009-05-21,162364
2009-05-22,163820
2009-05-23,165541
2009-05-24,166834
2009-05-25,168041
2009-05-26,169212
2009-05-27,170296
2009-05-28,171340
2009-05-29,172384
2009-05-30,173289
2009-05-31,174170
2009-06-01,175070
2009-06-02,175481
2009-06-03,176136
2009-06-04,176727
2009-06-05,177075
2009-06-06,177504
2009-06-07,178101
2009-06-08,178489
2009-06-09,178820
2009-06-10,179081
2009-06-11,179081
2009-06-12,179493
2009-06-13,179493
2009-06-14,179841
2009-06-15,180026
2009-06-16,180171
2009-06-17,180438
2009-06-18,180438
2009-06-19,180746
2009-06-20,180803
2009-06-21,180722
2009-06-22,180826
2009-06-23,180884
2009-06-24,180867
2009-06-25,180803
2009-06-26,180681
2009-06-27,180682
2009-06-28,180537
2009-06-29,180293
2009-06-30,179922
2009-07-01,179800
2009-07-02,179574
2009-07-03,179331
2009-07-04,179104
2009-07-05,178837
2009-07-06,178513
2009-07-07,178213
2009-07-08,177875
2009-07-09,177591
2009-07-10,177284
2009-07-11,177035
2009-07-12,176710
2009-07-13,176403
2009-07-14,176014
2009-07-15,175417
2009-07-16,174924
2009-07-17,174640
2009-07-18,174332
2009-07-19,173984
2009-07-20,173572
2009-07-21,173103
2009-07-22,172651
2009-07-23,172407
2009-07-24,171972
2009-07-25,171607
2009-07-26,171276
2009-07-27,170928
2009-07-28,170604
2009-07-29,170192
2009-07-30,169821
2009-07-31,169433
2009-08-01,169084
2009-08-02,168638
2009-08-03,168186
2009-08-04,167774
2009-08-05,167281
2009-08-06,166690
2009-08-07,166085
2009-08-08,165478
2009-08-09,165089
2009-08-10,164765
2009-08-11,164336
2009-08-12,163820
2009-08-13,163286
2009-08-14,162614
2009-08-15,162120
2009-08-16,161610
2009-08-17,161110
2009-08-18,160665
2009-08-19,160105
2009-08-20,159934
2009-08-21,159581
2009-08-22,159146
2009-08-23,158711
2009-08-24,158375
2009-08-25,157992
