"datetime","snow.water.eq.inches"
1930-03-27,7.9
1931-03-27,7.9
1932-03-24,14.9
1933-03-27,14.7
1934-04-03,0
1935-04-17,21.1
1936-03-26,21.4
1937-04-07,18.3
1938-04-08,28.9
1939-03-31,12
1940-04-07,6.2
1941-03-31,14.4
1942-04-02,15.7
1943-03-31,15
1944-03-30,10.5
1945-02-02,7.1
1945-03-05,11.4
1945-04-03,17.2
1946-02-01,12.4
1946-03-01,15.6
1946-03-26,17.4
1947-02-03,5.7
1947-03-03,8
1947-03-31,6
1947-05-02,0
1948-02-02,3.2
1948-03-01,5.2
1948-03-31,13.3
1948-05-03,13.8
1949-02-01,10.8
1949-02-27,17.4
1949-04-04,17.8
1949-05-05,0
1950-02-02,7.2
1950-03-01,7.9
1950-04-03,10.2
1950-05-01,0
1951-02-01,7
1951-03-02,9.9
1951-04-02,8.6
1952-02-01,20.2
1952-03-04,31.6
1952-04-01,32.1
1952-05-01,10.1
1953-02-02,8.7
1953-02-28,9.5
1953-04-01,11.4
1953-05-04,0
1954-02-01,5.6
1954-02-23,8.2
1954-04-01,11
1954-05-03,0
1955-02-02,8.8
1955-03-01,8.5
1955-04-01,8.7
1955-04-30,11.3
1955-06-01,0
1956-02-01,12.8
1956-03-01,18
1956-04-02,18.2
1956-05-01,0
1957-02-01,8
1957-03-01,8
1957-04-01,12.2
1957-05-05,0
1958-01-31,11.5
1958-03-04,14.1
1958-04-03,19.6
1958-05-02,6.4
1959-01-29,4.8
1959-02-26,9.2
1959-04-02,7.4
1959-04-30,0
1960-01-28,6.3
1960-02-26,10.6
1960-03-31,9.6
1960-05-03,0
1961-01-30,4.3
1961-02-28,7.9
1961-03-30,12.1
1961-04-28,1.4
1962-01-29,6.4
1962-02-27,10.8
1962-03-28,17.7
1962-05-02,0.6
1963-01-28,0
1963-03-02,0
1963-04-03,2.8
1963-05-01,4.9
1964-01-28,10.2
1964-02-28,9.9
1964-03-30,9.7
1964-04-28,3.6
1965-01-29,6.8
1965-02-26,6.6
1965-04-01,5
1965-04-29,0.8
1966-01-28,7.5
1966-03-01,9.4
1966-03-30,10.4
1966-04-26,0
1967-02-01,11.2
1967-02-28,12.3
1967-03-30,16.7
1967-05-02,22.5
1968-01-29,9
1968-02-28,8.2
1968-03-27,12.3
1968-05-02,0
1969-02-03,20.4
1969-02-27,22.2
1969-04-02,20.2
1969-05-05,9.6
1970-01-30,9.4
1970-03-02,10.1
1970-03-30,10.9
1970-04-29,8.2
1971-01-29,10.8
1971-03-02,13.6
1971-04-01,18.1
1971-04-30,12
1972-01-31,14.6
1972-02-29,18.6
1972-03-31,11.4
1972-05-01,1.7
1973-01-31,8.7
1973-02-28,10.8
1973-04-02,14.1
1973-05-01,3
1974-01-30,11.2
1974-02-26,15
1974-03-27,16.6
1974-04-26,16.4
1975-01-21,7.6
1975-02-26,15.4
1975-03-24,20.4
1975-04-24,23.5
1975-05-29,0
1976-01-27,2.6
1976-02-25,3.9
1976-03-25,10
