"datetime","snow.water.eq.inches"
1918-04-14,33
1919-03-31,47.3
1920-04-05,38.3
1921-03-29,48.5
1922-04-01,68.2
1923-02-28,49.7
1923-04-01,40.9
1923-04-27,43.9
1923-05-27,8.6
1924-01-30,11.4
1924-03-27,16.3
1924-04-28,7.7
1925-02-07,16.4
1925-03-28,24.8
1925-12-28,11
1926-02-06,15.2
1926-02-25,28
1926-03-30,19
1926-04-24,14
1927-02-03,20.7
1927-03-28,44.4
1928-02-16,20.1
1928-04-01,34.1
1929-02-15,26.2
1929-03-29,30.5
1930-01-02,0
1930-02-01,15
1930-03-01,23.2
1930-04-01,30.8
1930-04-30,16
1931-01-11,11.3
1931-01-30,17
1931-02-25,19.1
1931-03-26,19.9
1931-04-30,0
1932-02-26,51
1932-03-27,52.6
1932-04-30,48.4
1932-05-29,21
1933-02-03,28.3
1933-02-26,29.8
1933-03-26,34.9
1933-05-08,25.5
1933-05-27,21.2
1934-01-28,20.8
1934-02-28,29.6
1934-03-28,17.5
1935-01-29,30.8
1935-02-26,32.4
1935-04-11,52.3
1935-05-02,52.8
1936-01-29,28.2
1936-02-29,51.8
1936-03-25,47.1
1936-05-01,45.8
1937-02-08,38.3
1937-03-01,40.4
1937-04-01,43.4
1937-04-30,38.7
1938-01-27,10.3
1938-03-04,54.8
1938-03-30,69.3
1938-05-03,70.3
1939-01-28,12.3
1939-03-01,26.4
1939-03-23,27.8
1939-04-28,0
1940-01-30,14.2
1940-03-04,35.8
1940-04-02,36.1
1940-04-30,27.3
1941-01-29,34.8
1941-03-06,43.4
1941-03-25,40.9
1941-05-01,41.9
1942-02-07,36.8
1942-03-03,39.8
1942-03-31,40.8
1942-05-05,36.7
1943-02-03,28.6
1943-03-03,34.8
1943-03-31,39.8
1943-05-03,12
1944-02-07,20.7
1944-03-05,38
1944-03-28,35.2
1944-05-02,30.2
1945-01-30,16
1945-02-27,26.8
1945-03-29,39.7
1945-05-02,28
1946-01-29,36.8
1946-03-04,38.6
1946-03-26,49
1946-05-03,32.2
1947-02-04,14.8
1947-02-25,15.8
1947-03-27,20.7
1947-05-02,0
1948-01-26,2.4
1948-02-26,8.8
1948-04-01,23
1948-05-04,33.3
1949-01-26,24.3
1949-03-08,40
1949-04-05,49.6
1949-05-03,27.8
1950-01-26,26.8
1950-02-27,39.2
1950-03-29,49.6
1950-05-04,43.8
1951-01-25,17.9
1951-03-08,27.5
1951-03-27,26.5
1951-04-25,11.7
1952-02-28,69.8
1952-04-02,84.3
1952-05-09,67.9
1953-01-26,37.1
1953-02-25,36.7
1953-04-01,45.7
1953-04-30,36.4
1954-01-27,20.4
1954-02-25,31.9
1954-04-02,34.8
1955-01-28,24.6
1955-02-25,29.2
1955-03-30,32
1955-05-03,34.3
1956-02-07,40.1
1956-03-27,53.4
1956-05-01,44.5
1957-01-30,17.4
1957-02-28,26.8
1957-04-02,34.3
1957-05-01,21.9
1958-03-04,39.3
1958-04-24,61.5
1959-01-27,11
1959-02-27,27.7
1959-04-02,25.4
1959-04-28,0
1960-02-04,21.1
1960-02-25,29.3
1960-04-04,34.2
1960-04-26,17.8
1961-02-01,13.2
1961-02-28,19.3
1961-04-03,31.2
1962-01-30,19.5
1962-02-28,40.2
1962-03-27,52.6
1962-04-26,39.7
1963-02-01,0
1963-03-01,0
1963-03-25,6.9
1963-04-30,29.6
1964-01-30,25.6
1964-02-27,25.9
1964-03-26,32.7
1965-01-26,29.6
1965-04-03,41.3
1965-04-28,33.5
1966-01-25,23.2
1966-02-28,36.9
1966-03-28,39
1966-04-26,23.6
1967-02-27,31
1967-04-03,48
1967-04-28,64.2
1968-01-24,16
1968-02-26,28
1968-03-27,34.7
1968-04-25,24.2
1969-03-02,68
1969-03-25,71.7
1969-04-28,70
1970-01-25,11
1970-02-26,19
1970-03-31,25.7
1970-04-28,23.4
1971-01-25,41.4
1971-02-26,40.5
1971-03-24,57.5
1971-04-28,59.4
1972-02-02,29.6
1972-02-29,36.2
1972-03-28,33.6
1972-04-25,32.9
1973-01-26,31
1973-03-02,47.5
1973-03-26,49.6
1973-04-25,45.5
1973-12-27,13
1974-01-02,26.4
1974-01-22,28.3
1974-02-22,33.7
1974-03-22,44.5
1974-04-30,51
1975-01-02,11.4
1975-01-22,19.4
1975-02-25,42.1
1975-03-29,63.7
1975-04-22,62.8
1976-01-26,7.4
1976-02-24,12.4
1976-03-26,16.8
1976-04-26,10.8
1977-01-31,6.4
1977-02-25,9.7
1977-03-29,13.7
1977-04-20,2.7
1978-01-24,39.4
1978-02-23,52.2
1978-03-25,57.2
1978-04-28,62.3
1979-01-25,18.9
1979-02-27,33.8
1979-03-30,41.8
1979-04-24,41.1
1980-01-24,22.3
1980-02-29,41.6
1980-03-27,50.6
1980-04-28,43.9
1981-01-31,18.4
1981-02-27,20.8
1981-03-28,28.2
1982-01-29,26
1982-02-24,23.6
1982-04-04,53.1
1983-01-31,44.5
1983-02-23,59.6
1983-03-31,85.4
1983-04-29,92.9
1984-01-03,24.5
1984-01-31,24.4
1984-02-29,36
1984-03-27,37.2
1984-04-24,33.7
1985-01-02,21
1985-01-29,22
1985-02-25,27.3
1985-03-25,32.6
1986-01-02,19.4
1986-01-27,21.4
1986-02-25,42.3
1986-03-26,44.1
1986-04-30,32
1987-01-29,12.9
1987-02-26,19.7
1987-03-26,26.4
1987-04-28,2.3
1988-01-06,14
1988-01-27,19.9
1988-02-26,19.8
1988-03-29,11.8
1988-04-27,2.4
1989-01-03,20
1989-01-27,24.4
1989-02-27,28.2
1989-03-29,37.1
1989-04-28,25
1990-01-25,12
1990-02-28,23.3
1990-03-26,22.8
