"datetime","snow.water.eq.inches"
1981-01-01,2.8
1981-02-01,8.4
1981-03-01,10.1
1981-04-01,15.3
1981-05-01,0
1981-06-01,0
1982-02-01,17
1982-03-01,18.2
1982-04-01,28.5
1982-05-01,16
1982-06-01,0
1983-01-01,13.5
1983-02-01,20.1
1983-05-01,17
1983-06-01,17.8
1984-01-01,11
1984-02-01,8.8
1984-03-01,12.9
1984-04-01,13.1
1984-05-01,0.6
1984-06-01,0
1985-01-01,8.4
1985-02-01,9.2
1985-03-01,12
1985-04-01,17.2
1985-05-01,0
1985-06-01,0
1986-01-01,7
1986-02-01,8.5
1986-03-01,27.5
1986-04-01,21.7
1986-05-01,0.4
1986-06-01,0
1987-01-01,0.5
1987-02-01,3.9
1987-03-01,8.4
1987-04-01,10.9
1987-05-01,0
1987-06-01,0
1988-01-01,5.2
1988-02-01,11.2
1988-03-01,11
1988-04-01,4.9
1988-05-01,0
1988-06-01,0
1989-01-01,9.9
1989-02-01,11.9
1989-03-01,14.7
1989-04-01,14
1989-05-01,0
1989-06-01,0
1990-01-01,3.1
1990-02-01,6.7
1990-03-01,11.2
1990-04-01,11.8
1990-05-01,0
1990-06-01,0
1991-01-01,1.9
1991-02-01,2.1
1991-03-01,3
1991-04-01,15
1991-05-01,8.2
1991-06-01,0
1992-01-01,4
1992-02-01,5
1992-03-01,7.6
1992-04-01,6.9
1992-05-01,0
1992-06-01,0
1993-01-01,10.5
1993-02-01,19.9
1993-03-01,28.4
1993-04-01,30
1993-05-01,15.1
1993-06-01,0
1994-01-01,4.5
1994-02-01,5.4
1994-03-01,12.6
1994-04-01,12.2
1994-05-01,2.5
1994-06-01,0
1995-01-01,6.9
1995-02-01,17.5
1995-03-01,18.6
1995-04-01,30.2
1995-05-01,26.5
1995-06-01,4.7
1996-01-01,2
1996-02-01,9.3
1996-03-01,14.4
1996-04-01,18.9
1996-05-01,9
1996-06-01,0
1997-01-01,14.9
1997-02-01,16.9
1997-03-01,13.7
1997-04-01,9.4
1997-05-01,0
1997-06-01,0
1998-01-01,2.8
1998-02-01,6.6
1998-03-01,16.3
1998-04-01,21.2
1998-05-01,14
1998-06-01,0
1999-01-01,2.3
1999-02-01,8.7
1999-03-01,16.2
1999-04-01,18.4
1999-05-01,15.9
1999-06-01,0
2000-01-01,3.2
2000-02-01,9.5
2000-03-01,16.7
2000-04-01,14
2000-05-01,0
2000-06-01,0
2001-01-01,2.2
2001-02-01,6.5
2001-03-01,13.5
2001-04-01,16
2001-05-01,10.8
2001-06-01,0
2002-01-01,10.5
2002-02-01,13.1
2002-03-01,15.4
2002-04-01,17.8
2002-05-01,7.5
2002-06-01,0
2003-01-01,13.4
2003-02-01,14.4
2003-03-01,16.4
2003-04-01,15.9
2003-05-01,14
2003-06-01,0
2004-01-01,8.9
2004-02-01,10.9
2004-03-01,16.3
2004-04-01,14.6
2004-05-01,0.1
2004-06-01,0
2005-01-01,10.4
2005-02-01,18.4
2005-03-01,22.4
2005-04-01,28.7
2005-05-01,25
2005-06-01,0
2006-01-01,9.1
2006-02-01,15.1
2006-03-01,15.1
2006-04-01,19.9
2006-05-01,16.1
2006-06-01,0
2007-01-01,3.4
2007-02-01,4.8
2007-03-01,11
2007-04-01,9.8
2007-05-01,0
2007-06-01,0
2008-01-01,2.9
2008-02-01,13.3
2008-03-01,19.5
2008-04-01,19.6
2008-05-01,10.8
2008-06-01,0
2009-01-01,5.5
2009-02-01,8.3
2009-03-01,13.2
2009-04-01,18
2009-05-01,9.7
2009-06-01,0
2010-01-01,6.6
2010-02-01,12.2
2010-03-01,16.9
2010-04-01,19.5
2010-05-01,20.8
2010-06-01,0.7
2011-01-01,15
2011-02-01,15.2
2011-03-01,19.9
2011-04-01,29.5
2011-05-01,22.5
2011-06-01,0.6
2012-01-01,0.2
2012-02-01,4.9
2012-03-01,6.1
2012-04-01,9.5
2012-05-01,0
2012-06-01,0
2013-01-01,9.6
2013-02-01,10.3
2013-03-01,10.8
2013-04-01,8.9
2013-05-01,0
2013-06-01,0
2014-01-01,1.6
2014-02-01,4.4
2014-03-01,8.1
2014-04-01,8.7
2014-05-01,0
2014-06-01,0
