"datetime","snow.water.eq.inches"
2004-01-01,11.1
2004-02-01,14.4
2004-03-01,21.8
2004-04-01,23.5
2004-05-01,14.8
2004-06-01,0
2005-01-01,13.4
2005-02-01,25.6
2005-03-01,29.7
2005-04-01,36.6
2005-05-01,37.3
2005-06-01,10
2006-01-01,11.5
2006-02-01,19.1
2006-03-01,26.4
2006-04-01,42.6
2006-05-01,47.3
2006-06-01,25.1
2007-01-01,2.1
2007-02-01,4.9
2007-03-01,11.5
2007-04-01,11.4
2007-05-01,5
2007-06-01,0
2008-01-01,3.9
2008-02-01,17.1
2008-03-01,24.9
2008-04-01,25.1
2008-05-01,17.9
2008-06-01,0.8
2009-01-01,3.6
2009-02-01,7.4
2009-03-01,12.3
2009-04-01,18.7
2009-05-01,11.9
2009-06-01,0
2010-01-01,6.5
2010-02-01,13.8
2010-03-01,19.5
2010-04-01,22.3
2010-05-01,24.4
2010-06-01,15
2011-01-01,16.8
2011-02-01,17.9
2011-03-01,24.5
2011-04-01,40.7
2011-05-01,36.9
2011-06-01,25.9
2012-01-01,1.2
2012-02-01,4.8
2012-03-01,6.2
2012-04-01,9.2
2012-05-01,0
2012-06-01,0
2013-01-01,11.4
2013-02-01,12.3
2013-03-01,13
2013-04-01,11.6
2013-05-01,0
2013-06-01,0
2014-01-01,2
2014-02-01,4.2
2014-03-01,8.6
2014-04-01,10.5
2014-05-01,0
2014-06-01,0
