"datetime","snow.water.eq.inches"
1979-01-01,4.1
1979-02-01,9.1
1979-03-01,18.9
1979-04-01,22.6
1979-05-01,26.2
1979-06-01,16.5
1980-01-01,13.5
1980-02-01,28.7
1980-03-01,46.6
1980-04-01,53
1980-05-01,62.2
1980-06-01,52.2
1981-01-01,6.6
1981-02-01,14.5
1981-03-01,16.7
1981-04-01,22.6
1981-05-01,20.8
1981-06-01,9.4
1982-01-01,27.3
1982-02-01,40.1
1982-03-01,45.9
1982-04-01,61.6
1982-05-01,71
1982-06-01,60
1983-01-01,22.8
1983-02-01,33
1983-03-01,51.4
1983-04-01,66.5
1983-05-01,75
1983-06-01,66
1984-01-01,34.7
1984-02-01,36.9
1984-03-01,44.4
1984-04-01,49.3
1984-05-01,53
1984-06-01,37.1
1985-01-01,17.5
1985-02-01,18.6
1985-03-01,25.3
1985-04-01,35
1985-05-01,32
1985-06-01,18.5
1986-01-01,13
1986-02-01,18.8
1986-03-01,46.4
1986-04-01,54.9
1986-05-01,56
1986-06-01,40.3
1987-01-01,2
1987-02-01,7.4
1987-03-01,14.8
1987-04-01,23
1987-05-01,19.1
1987-06-01,0.3
1988-01-01,10.3
1988-02-01,16.7
1988-03-01,17.1
1988-04-01,17.6
1988-05-01,17.1
1988-06-01,4.7
1989-01-01,19.4
1989-02-01,24.5
1989-03-01,32.3
1989-04-01,47.5
1989-05-01,47.1
1989-06-01,36.6
1990-01-01,9.2
1990-02-01,14.5
1990-03-01,20.3
1990-04-01,23.4
1990-05-01,21.6
1990-06-01,16.9
1991-01-01,2.9
1991-02-01,3.1
1991-03-01,5.5
1991-04-01,26.8
1991-05-01,27.2
1991-06-01,22.1
1992-01-01,8.3
1992-02-01,9.5
1992-03-01,18.2
1992-04-01,20.9
1992-05-01,16.1
1992-06-01,0
1993-01-01,22.8
1993-02-01,41.2
1993-03-01,53.4
1993-04-01,59.5
1993-05-01,62.4
1993-06-01,48.1
1994-01-01,9.2
1994-02-01,12.2
1994-03-01,21.1
1994-04-01,22.8
1994-05-01,21.3
1994-06-01,5.4
1995-01-01,17.7
1995-02-01,44.4
1995-03-01,47.7
1995-04-01,70.1
1995-05-01,78.4
1995-06-01,77.6
1996-01-01,7.3
1996-02-01,21.9
1996-03-01,34.6
1996-04-01,43
1996-05-01,44.9
1996-06-01,28.6
1997-01-01,32.6
1997-02-01,50.7
1997-03-01,51.6
1997-04-01,55.1
1997-05-01,51.6
1997-06-01,26.2
1998-01-01,10.7
1998-02-01,25.6
1998-03-01,47.1
1998-04-01,53.4
1998-05-01,57.4
1998-06-01,59.3
1999-01-01,19
1999-02-01,32.5
1999-03-01,53.9
1999-04-01,59.6
1999-05-01,64.6
1999-06-01,52.3
2000-01-01,5.6
2000-02-01,22.3
2000-03-01,39.4
2000-04-01,42.1
2000-05-01,42
2000-06-01,27.3
2001-01-01,7.9
2001-02-01,11.8
2001-03-01,19.7
2001-04-01,21.7
2001-05-01,23.8
2001-06-01,0.2
2002-01-01,25.4
2002-02-01,31.9
2002-03-01,35.6
2002-04-01,44.8
2002-05-01,45.2
2002-06-01,32.4
2003-01-01,28.2
2003-02-01,32.8
2003-03-01,36.2
2003-04-01,43.4
2003-05-01,55.3
2003-06-01,47.8
2004-01-01,21.4
2004-02-01,29.4
2004-03-01,42.1
2004-04-01,43.7
2004-05-01,42.9
2004-06-01,24.7
2005-01-01,22
2005-02-01,33.6
2005-03-01,37.7
2005-04-01,49.1
2005-05-01,51.8
2005-06-01,37.6
2006-01-01,21.6
2006-02-01,33.5
2006-03-01,40.7
2006-04-01,55.1
2006-05-01,65.4
2006-06-01,53.4
2007-01-01,10.6
2007-02-01,12.9
2007-03-01,28.5
2007-04-01,29.2
2007-05-01,28.9
2007-06-01,13.8
2008-01-01,7.3
2008-02-01,25.2
2008-03-01,34
2008-04-01,36.6
2008-05-01,34.6
2008-06-01,20.6
2009-01-01,11.1
2009-02-01,13.9
2009-03-01,27.4
2009-04-01,39.2
2009-05-01,38.5
2009-06-01,21.9
2010-01-01,11.3
2010-02-01,22.4
2010-03-01,28.5
2010-04-01,37.2
2010-05-01,44.8
2010-06-01,37
2011-01-01,30.4
2011-02-01,32.1
2011-03-01,45.2
2011-04-01,68
2011-05-01,73.1
2011-06-01,72
2012-01-01,4.2
2012-02-01,10.9
2012-03-01,13.8
2012-04-01,28.9
2012-05-01,27.6
2012-06-01,14.7
2013-01-01,33.8
2013-02-01,34.2
2013-03-01,34
2013-04-01,39.5
2013-05-01,31
2013-06-01,12.3
2014-01-01,3.1
2014-02-01,4.5
2014-03-01,15
2014-04-01,21.4
2014-05-01,18
2014-06-01,2.5
