"datetime","snow.water.eq.inches"
1981-01-01,8.1
1981-02-01,3.3
1981-03-01,0
1982-01-01,5.3
1982-02-01,14.3
1982-03-01,10.6
1982-04-01,19.3
1982-05-01,9.1
1982-06-01,0
1983-01-01,13.7
1983-02-01,20.3
1983-03-01,28.7
1983-04-01,35.2
1983-05-01,32.6
1983-06-01,1.8
1984-01-01,10.8
1984-02-01,12.5
1984-03-01,16.6
1984-04-01,6.3
1984-05-01,0
1984-06-01,0
1985-01-01,8.2
1985-02-01,8.2
1985-03-01,10.5
1985-04-01,13.1
1985-05-01,0
1985-06-01,0
1986-01-01,9.3
1986-02-01,9.4
1986-03-01,16.8
1986-04-01,6.9
1986-05-01,0
1986-06-01,0
1987-01-01,0.6
1987-02-01,4.3
1987-03-01,6.4
1987-04-01,5
1987-05-01,0
1987-06-01,0
1988-01-01,4.2
1988-02-01,8.4
1988-03-01,6.1
1988-04-01,0
1988-05-01,0
1988-06-01,0
1989-01-01,9
1989-02-01,9.7
1989-03-01,9
1989-04-01,8.3
1989-05-01,0
1989-06-01,0
1990-01-01,3.8
1990-02-01,6.6
1990-03-01,9.8
1990-04-01,0
1990-05-01,0
1990-06-01,0
1991-01-01,1.6
1991-02-01,2.2
1991-03-01,0.6
1991-04-01,8.7
1991-05-01,0
1991-06-01,0
1992-01-01,0.8
1992-02-01,2
1992-03-01,4.1
1992-04-01,0.1
1992-05-01,0
1992-06-01,0
1993-01-01,13
1993-02-01,23.6
1993-03-01,28.9
1993-04-01,18.4
1993-05-01,0.5
1993-06-01,0
1994-01-01,2.4
1994-02-01,2.8
1994-03-01,8.3
1994-04-01,0.8
1994-05-01,0
1994-06-01,0
1995-01-01,9.5
1995-02-01,19.9
1995-03-01,17.5
1995-04-01,24.7
1995-05-01,14.6
1995-06-01,0
1996-01-01,1.5
1996-02-01,11.8
1996-03-01,14.2
1996-04-01,12.4
1996-05-01,0
1996-06-01,0
1997-01-01,9
1997-02-01,14
1997-03-01,14.1
1997-04-01,1.4
1997-05-01,0
1997-06-01,0
1998-01-01,4.1
1998-02-01,11.1
1998-03-01,24.1
1998-04-01,21.6
1998-05-01,11.4
1998-06-01,0
1999-01-01,5.5
1999-02-01,12.1
1999-03-01,24.1
1999-04-01,23
1999-05-01,13.9
1999-06-01,0
2000-01-01,0.8
2000-02-01,11.2
2000-03-01,17.2
2000-04-01,11.8
2000-05-01,0
2000-06-01,0
2001-01-01,2.3
2001-02-01,3.9
2001-03-01,8.6
2001-04-01,1.1
2001-05-01,0
2001-06-01,0
2002-01-01,9.8
2002-02-01,11.9
2002-03-01,11.1
2002-04-01,11.3
2002-05-01,0
2002-06-01,0
2003-01-01,8.7
2003-02-01,6.6
2003-03-01,7.2
2003-04-01,0
2003-05-01,2.4
2003-06-01,0
2004-01-01,7.7
2004-02-01,10.3
2004-03-01,16.2
2004-04-01,2.7
2004-05-01,0
2004-06-01,0
2005-01-01,7.5
2005-02-01,14.9
2005-03-01,16.2
2005-04-01,14.7
2005-05-01,2.7
2005-06-01,0
2006-01-01,1.4
2006-02-01,7.5
2006-03-01,5.8
2006-04-01,13.2
2006-05-01,4.9
2006-06-01,0
2007-01-01,3
2007-02-01,4.5
2007-03-01,7.2
2007-04-01,0
2007-05-01,0
2007-06-01,0
2008-01-01,3.6
2008-02-01,14.9
2008-03-01,16.8
2008-04-01,7.9
2008-05-01,0
2008-06-01,0
2009-01-01,7.2
2009-02-01,7.9
2009-03-01,10.6
2009-04-01,7.2
2009-05-01,0
2009-06-01,0
2010-01-01,5.5
2010-02-01,11.7
2010-03-01,13.1
2010-04-01,9.9
2010-05-01,5.3
2010-06-01,0
2011-01-01,12.6
2011-02-01,13.2
2011-03-01,19.8
2011-04-01,28.5
2011-05-01,13.9
2011-06-01,0
2012-01-01,0
2012-02-01,2.7
2012-03-01,2.7
2012-04-01,4.5
2012-05-01,0
2012-06-01,0
2013-01-01,6.3
2013-02-01,6.2
2013-03-01,3.5
2013-04-01,0
2013-05-01,0
2013-06-01,0
2014-01-01,1.3
2014-02-01,0.4
2014-03-01,0.9
2014-04-01,0.8
2014-05-01,0
2014-06-01,0
