"datetime","snow.water.eq.inches"
1930-03-29,5.1
1931-03-28,3.5
1932-03-31,18.5
1933-03-30,15
1934-03-30,0
1935-03-29,15.4
1936-03-27,19.3
1937-02-28,17.4
1937-04-01,13.9
1938-02-28,17
1938-03-31,28.8
1938-05-01,17.9
1939-03-31,7
1940-03-03,15.8
1940-03-31,9.3
1941-02-01,10.1
1941-03-01,11.5
1941-03-30,7.3
1942-02-01,12.1
1942-02-28,18
1942-03-31,15.9
1943-02-03,10.4
1943-03-01,10.3
1943-03-30,10.8
1944-04-03,8.1
1945-04-01,12.9
1947-03-31,6.9
1948-02-29,2.2
1948-03-30,7.3
1949-04-03,18.5
1952-01-28,26
1953-03-31,12.8
1954-02-02,7
1954-02-26,10.6
1954-04-03,10.6
1955-01-27,10.4
1955-03-02,11.7
1955-03-30,8.6
1956-02-28,18
1956-04-03,10.8
1957-01-30,7.2
1957-02-27,10.2
1957-04-01,10.3
1958-02-25,13.5
1958-03-28,19.6
1958-04-30,12.5
1959-02-26,9.4
1959-03-31,2.6
1960-01-28,4.5
1960-03-03,9.5
1960-03-31,1.9
1961-02-01,5.7
1961-02-28,5.9
1961-03-29,6.1
1962-01-31,5.7
1962-02-27,17.3
1962-03-27,23.7
1962-12-28,3.2
1963-01-03,0
1963-01-30,1
1963-02-27,0
1963-03-28,3
1963-05-01,3.7
1964-01-29,8.9
1964-02-26,9.7
1964-03-31,9.1
1964-12-30,3.4
1965-02-01,17.1
1965-02-26,15.8
1965-03-30,11.6
1965-12-29,9.3
1966-01-26,11.4
1966-02-28,13.1
1966-03-29,7
1966-12-29,7.3
1967-01-25,12
1967-02-28,13.2
1967-03-28,16.3
1967-04-27,22.1
1967-12-28,5.5
1968-01-29,7.3
1968-02-27,8.9
1968-03-29,7.9
1968-04-26,0
1968-12-28,5.5
1969-01-29,19.9
1969-03-27,32.2
1969-04-29,15.6
1969-12-30,8.8
1970-01-29,8
1970-02-25,8.8
1970-03-26,4.3
1970-04-29,1.4
1970-12-31,3.8
1971-01-28,15.9
1971-02-26,14.9
1971-04-01,15.1
1971-04-28,3.2
1971-12-30,12.8
1972-01-27,11.6
1972-02-29,14.4
1972-03-30,3.5
1972-04-26,0
1972-12-29,11.9
1973-01-31,10.2
1973-03-01,14.4
1973-03-29,16
1973-04-27,6.5
1973-12-29,4.6
1974-01-28,9.8
1974-02-26,10.3
1974-03-31,13.3
1974-04-29,0
1974-12-28,8.7
1975-01-02,1.9
1975-01-27,5.6
1975-02-23,13.4
1975-03-30,22.2
1975-04-29,22.6
1976-01-23,2.1
1976-03-25,3.2
1976-04-27,0
1976-12-31,1.1
1977-01-26,2
1977-02-26,2.9
1977-03-29,3.3
1977-04-26,0
1977-12-28,0
1978-01-27,11.9
1978-02-24,15.8
1978-03-28,12.6
1978-04-26,6.4
1978-12-31,5.4
1979-01-30,7.7
1979-02-26,13.2
1979-03-26,13.6
1979-04-25,2.9
1979-12-29,5.2
1980-01-31,8.5
1980-03-01,13.8
1980-03-27,16.3
1980-04-24,0.1
1981-02-02,4.6
1981-02-27,3.7
1981-03-30,3.7
1981-04-29,0
1981-12-29,0.1
1982-01-27,11.7
1982-02-25,8.8
1982-04-07,14.7
1982-04-29,3
1983-01-25,13.3
1983-02-22,20.8
1983-03-31,26.8
1983-04-26,28.3
1984-01-26,9.4
1984-02-27,8.8
1984-03-27,8.9
1985-02-05,6.6
1985-02-25,8.3
1985-04-01,8.3
1986-01-28,7.2
1986-02-27,16
1986-03-26,11.4
1987-01-30,3.9
1987-02-27,6.3
1987-03-30,2.7
1988-01-27,5.7
1988-02-23,4.1
1988-03-30,0
1989-01-30,6.7
1989-02-27,9.5
1989-03-27,7.4
1990-02-01,5.2
1990-03-27,3.8
1991-01-30,2.2
1991-02-26,1.4
1991-03-29,7.9
1992-01-27,4.9
1992-02-25,7.9
1992-04-02,1
1993-01-27,17.9
1993-03-01,25.4
1993-04-01,19.9
1994-01-25,3.9
1994-02-28,11.5
1994-04-04,3
1995-01-25,14
1995-03-02,10.9
1995-03-28,16.9
1996-02-01,9.8
1996-02-28,12.4
1996-03-26,15.8
1997-02-04,11.7
1997-02-25,11.1
1997-03-25,4.8
1998-01-28,7.7
1998-02-26,17.3
1998-03-27,14.7
1999-01-27,6
1999-03-01,21.2
1999-03-31,15.4
2000-01-27,4.6
2000-02-23,7
2000-03-28,5.3
2001-01-29,4.2
2001-02-27,7.6
2001-03-29,2.9
2002-01-30,10.7
2002-02-28,10.4
2002-03-27,11.8
2003-01-29,9.6
2003-02-27,10.2
2003-03-28,4.3
2004-01-27,9
2004-02-25,10
2004-03-29,6.6
2005-01-24,13.8
2005-02-24,16.3
2005-03-29,18.6
2006-01-31,7.4
2006-03-01,6
2006-03-31,10.9
2007-01-30,4
2007-02-28,8.9
2007-03-30,1.2
2008-01-30,12
2008-02-27,16.3
2008-03-28,10.6
2009-01-30,5.9
2009-02-25,8
2009-03-30,7.7
2010-02-01,9.6
2010-02-25,11.1
2010-04-03,13.4
2011-02-01,11.6
2011-02-28,17.3
2011-03-29,23.8
2012-01-30,2.5
2012-03-01,3.4
2012-03-30,4.4
2013-02-26,6.5
2013-03-28,1.1
2014-01-31,1.5
2014-03-03,2.6
2014-03-25,0
