"datetime","snow.water.eq.inches"
1981-01-01,6.7
1981-02-01,13.3
1981-03-01,17
1981-04-01,23.7
1981-05-01,8.7
1981-06-01,0.7
1982-01-01,17.5
1982-02-01,23.6
1982-03-01,26.9
1982-04-01,33.7
1982-05-01,30.4
1982-06-01,5.5
1983-01-01,16.1
1983-02-01,21.3
1983-03-01,30.9
1983-04-01,43.9
1983-05-01,45.4
1983-06-01,25.7
1984-01-01,25.1
1984-02-01,25.3
1984-03-01,31.6
1984-04-01,36.3
1984-05-01,37.4
1984-06-01,13.8
1985-01-01,18.8
1985-02-01,20
1985-03-01,25.3
1985-04-01,29.9
1985-05-01,17.5
1985-06-01,1.1
1986-01-01,9.8
1986-02-01,12.8
1986-03-01,27.6
1986-04-01,28.6
1986-05-01,20.1
1986-06-01,0
1987-01-01,6.3
1987-02-01,10.6
1987-03-01,16.1
1987-04-01,22.1
1987-05-01,8.2
1987-06-01,0
1988-01-01,7
1988-02-01,15
1988-03-01,15.7
1988-04-01,15.7
1988-05-01,12.4
1988-06-01,0
1989-01-01,17.3
1989-02-01,25.1
1989-03-01,28.9
1989-04-01,40.4
1989-05-01,29.6
1989-06-01,7.3
1990-01-01,4.9
1990-02-01,12.6
1990-03-01,16.3
1990-04-01,15.5
1990-05-01,0.8
1990-06-01,0
1991-01-01,4.4
1991-02-01,8.6
1991-03-01,9.8
1991-04-01,20.7
1991-05-01,21.9
1991-06-01,14.2
1992-01-01,7.5
1992-02-01,8.4
1992-03-01,11.4
1992-04-01,10.7
1992-05-01,0
1992-06-01,0
1993-01-01,14.9
1993-02-01,25.1
1993-03-01,32.6
1993-04-01,34.5
1993-05-01,34
1993-06-01,7.9
1994-01-01,5.5
1994-02-01,8.4
1994-03-01,15.2
1994-04-01,14.5
1994-05-01,7.2
1994-06-01,0
1995-01-01,16.4
1995-02-01,26.4
1995-03-01,25.3
1995-04-01,31.5
1995-05-01,28.7
1995-06-01,14.1
1996-01-01,8.2
1996-02-01,19.5
1996-03-01,24.1
1996-04-01,28.8
1996-05-01,29
1996-06-01,12
1997-01-01,25.5
1997-02-01,29
1997-03-01,32.5
1997-04-01,33.2
1997-05-01,30
1997-06-01,0
1998-01-01,8.9
1998-02-01,23.8
1998-03-01,35.8
1998-04-01,40.3
1998-05-01,38.3
1998-06-01,33.6
1999-01-01,13.6
1999-02-01,23.2
1999-03-01,35.4
1999-04-01,40.7
1999-05-01,38
1999-06-01,15
2000-01-01,2.9
2000-02-01,17.5
2000-03-01,26.6
2000-04-01,28.3
2000-05-01,19
2000-06-01,0
2001-01-01,9.2
2001-02-01,11.8
2001-03-01,16.3
2001-04-01,14.8
2001-05-01,15.4
2001-06-01,0
2002-01-01,19.4
2002-02-01,23.2
2002-03-01,29.5
2002-04-01,32.2
2002-05-01,26.9
2002-06-01,1.6
2003-01-01,9.3
2003-02-01,11.9
2003-03-01,16.5
2003-04-01,21.3
2003-05-01,29.6
2003-06-01,11.8
2004-01-01,16.7
2004-02-01,23.1
2004-03-01,31.9
2004-04-01,28.9
2004-05-01,23.5
2004-06-01,1.5
2005-01-01,13.6
2005-02-01,18.7
2005-03-01,22.5
2005-04-01,27.1
2005-05-01,29.4
2005-06-01,11.3
2006-01-01,17.9
2006-02-01,27.7
2006-03-01,34.1
2006-04-01,41.5
2006-05-01,44.5
2006-06-01,18.3
2007-01-01,9.3
2007-02-01,11.5
2007-03-01,20.2
2007-04-01,19.4
2007-05-01,14.3
2007-06-01,0
2008-01-01,6.3
2008-02-01,15
2008-03-01,20.7
2008-04-01,27.6
2008-05-01,25.7
2008-06-01,7.4
2009-01-01,8.9
2009-02-01,12
2009-03-01,18
2009-04-01,25.8
2009-05-01,25.1
2009-06-01,0
2010-01-01,7.9
2010-02-01,14.3
2010-03-01,18.6
2010-04-01,24.7
2010-05-01,26.7
2010-06-01,21.5
2011-01-01,20.5
2011-02-01,21.5
2011-03-01,26.5
2011-04-01,43.1
2011-05-01,49.5
2011-06-01,43.3
2012-01-01,4.4
2012-02-01,7.3
2012-03-01,11.3
2012-04-01,16.9
2012-05-01,17.2
2012-06-01,0
2013-01-01,13.3
2013-02-01,17.5
2013-03-01,19.5
2013-04-01,20.1
2013-05-01,16.3
2013-06-01,0
2014-01-01,3.2
2014-02-01,4.8
2014-03-01,11.6
2014-04-01,15.3
2014-05-01,14.9
2014-06-01,0
