"datetime","snow.water.eq.inches"
1990-01-01,7.7
1990-02-01,18.2
1990-03-01,28.2
1990-04-01,33.2
1990-05-01,31.2
1990-06-01,22.2
1991-01-01,2.7
1991-02-01,3.5
1991-03-01,6.8
1991-04-01,34
1991-05-01,37.1
1991-06-01,31.5
1992-01-01,13.1
1992-02-01,16.1
1992-03-01,30.8
1992-04-01,35
1992-05-01,27.1
1992-06-01,0
1993-01-01,28.3
1993-02-01,54.3
1993-03-01,73.3
1993-04-01,80.3
1993-05-01,66.6
1993-06-01,31.5
1994-01-01,11.5
1994-02-01,15.6
1994-03-01,30.8
1994-04-01,36.7
1994-05-01,34.6
1994-06-01,20.9
1995-01-01,25.5
1995-02-01,55
1995-03-01,59
1995-04-01,100.2
1995-05-01,109.3
1995-06-01,104.2
1996-01-01,11.1
1996-02-01,32.3
1996-03-01,48.9
1996-04-01,58.9
1996-05-01,66.5
1996-06-01,54.9
1997-01-01,54
1997-02-01,77.6
1997-03-01,78.7
1997-04-01,78.9
1997-05-01,71.7
1997-06-01,53.1
1998-01-01,14.8
1998-02-01,38.1
1998-03-01,64.7
1998-04-01,75.9
1998-05-01,83.4
1998-06-01,89.1
1999-01-01,23
1999-02-01,41.4
1999-03-01,62.4
1999-04-01,69.9
1999-05-01,77.5
1999-06-01,60.7
2000-01-01,8.6
2000-02-01,30
2000-03-01,53.6
2000-04-01,57.6
2000-05-01,54.7
2000-06-01,49.2
2001-01-01,9.8
2001-02-01,18.6
2001-03-01,31.1
2001-04-01,35.5
2001-05-01,42
2001-06-01,9.6
2002-01-01,32.7
2002-02-01,37.7
2002-03-01,43.8
2002-04-01,53.3
2002-05-01,56.2
2002-06-01,36.2
2003-01-01,37.2
2003-02-01,39.4
2003-03-01,43.8
2003-04-01,50.2
2003-05-01,64.5
2003-06-01,55.9
2004-01-01,30.3
2004-02-01,39.1
2004-03-01,55.5
2004-04-01,56.8
2004-05-01,53.9
2004-06-01,31.2
2005-01-01,33.9
2005-02-01,55.2
2005-03-01,62.6
2005-04-01,76.8
2005-05-01,82.9
2005-06-01,77
2006-01-01,37.9
2006-02-01,56.4
2006-03-01,67.3
2006-04-01,87.8
2006-05-01,103.5
2006-06-01,89.1
2007-01-01,13.9
2007-02-01,16
2007-03-01,32.9
2007-04-01,34.3
2007-05-01,33.8
2007-06-01,11.9
2008-01-01,9.2
2008-02-01,35.9
2008-03-01,46.7
2008-04-01,48.9
2008-05-01,44.7
2008-06-01,32.9
2009-01-01,19.6
2009-02-01,26.5
2009-03-01,41.8
2009-04-01,56.4
2009-05-01,57.6
2009-06-01,38.3
2010-01-01,15.1
2010-02-01,31.8
2010-03-01,41.4
2010-04-01,50.2
2010-05-01,60
2010-06-01,61.7
2011-01-01,37.5
2011-02-01,41.7
2011-03-01,55.1
2011-04-01,80
2011-05-01,85.8
2011-06-01,87.4
2012-01-01,3.2
2012-02-01,12.7
2012-03-01,15.3
2012-04-01,27.6
2012-05-01,28.2
2012-06-01,0
2013-01-01,37
2013-02-01,40.2
2013-03-01,42.1
2013-04-01,48.8
2013-05-01,42
2013-06-01,18.1
2014-01-01,5.3
2014-02-01,9
2014-03-01,21
2014-04-01,27.4
2014-05-01,25
2014-06-01,2.1
