"datetime","snow.water.eq.inches"
1981-01-01,1.4
1981-02-01,5.9
1981-03-01,6.1
1981-04-01,7.7
1981-05-01,0
1981-06-01,0
1982-01-01,3.7
1982-02-01,11.5
1982-03-01,10.7
1982-04-01,19.3
1982-05-01,15.7
1982-06-01,0
1983-01-01,12.4
1983-02-01,19
1983-03-01,29.3
1983-04-01,33.3
1983-05-01,33.7
1983-06-01,9.6
1984-01-01,9.5
1984-02-01,10.2
1984-03-01,14.4
1984-04-01,12.6
1984-05-01,4.4
1984-06-01,0
1985-01-01,6.2
1985-02-01,6.9
1985-03-01,10.7
1985-04-01,17.1
1985-05-01,3.3
1985-06-01,0
1986-01-01,5.6
1986-02-01,7.9
1986-03-01,16.3
1986-04-01,12.6
1986-05-01,0
1986-06-01,0
1987-01-01,1.1
1987-02-01,5
1987-03-01,9.4
1987-04-01,7.4
1987-05-01,0
1987-06-01,0
1988-01-01,4.1
1988-02-01,7.4
1988-03-01,7.2
1988-04-01,0
1988-05-01,0
1988-06-01,0
1989-01-01,8.7
1989-02-01,10.6
1989-03-01,11
1989-04-01,11.8
1989-05-01,0
1989-06-01,0
1990-01-01,4
1990-02-01,6.7
1990-03-01,10.8
1990-04-01,9.6
1990-05-01,0
1990-06-01,0
1991-01-01,1.5
1991-02-01,1.9
1991-03-01,1.1
1991-04-01,8.6
1991-05-01,0
1991-06-01,0
1992-01-01,4.8
1992-02-01,4.6
1992-03-01,8.4
1992-04-01,5.3
1992-05-01,0
1992-06-01,0
1993-01-01,11.1
1993-02-01,19.9
1993-03-01,30.7
1993-04-01,27
1993-05-01,8.4
1993-06-01,0
1994-01-01,2.9
1994-02-01,3.2
1994-03-01,9.8
1994-04-01,6.3
1994-05-01,0
1994-06-01,0
1995-01-01,7.8
1995-02-01,17.3
1995-03-01,17.6
1995-04-01,27.5
1995-05-01,19.7
1995-06-01,0
1996-01-01,2
1996-02-01,10.8
1996-03-01,17.7
1996-04-01,18.7
1996-05-01,2.1
1996-06-01,0
1997-01-01,11.9
1997-02-01,17.3
1997-03-01,18.8
1997-04-01,14.2
1997-05-01,0
1997-06-01,0
1998-01-01,5.4
1998-02-01,12.2
1998-03-01,26.4
1998-04-01,24.8
1998-05-01,13.4
1998-06-01,0
1999-01-01,6.8
1999-02-01,15.3
1999-03-01,27.9
1999-04-01,27.7
1999-05-01,20
1999-06-01,0
2000-01-01,3.5
2000-02-01,11.7
2000-03-01,20.1
2000-04-01,15.5
2000-05-01,0
2000-06-01,0
2001-01-01,4.1
2001-02-01,6.6
2001-03-01,10.3
2001-04-01,6
2001-05-01,0
2001-06-01,0
2002-01-01,9.8
2002-02-01,13.1
2002-03-01,13.3
2002-04-01,16
2002-05-01,0
2002-06-01,0
2003-01-01,10.7
2003-02-01,11.2
2003-03-01,12.4
2003-04-01,8.4
2003-05-01,9.2
2003-06-01,0
2004-01-01,9.1
2004-02-01,13
2004-03-01,19.3
2004-04-01,13.2
2004-05-01,0
2004-06-01,0
2005-01-01,12
2005-02-01,19.6
2005-03-01,21
2005-04-01,25.1
2005-05-01,11.9
2005-06-01,0
2006-01-01,3.7
2006-02-01,9.1
2006-03-01,10.1
2006-04-01,17
2006-05-01,8.9
2006-06-01,0
2007-01-01,4.3
2007-02-01,5.4
2007-03-01,14.6
2007-04-01,7.1
2007-05-01,0
2007-06-01,0
2008-01-01,4.9
2008-02-01,13.2
2008-03-01,18.1
2008-04-01,15
2008-05-01,0
2008-06-01,0
2009-01-01,7.2
2009-02-01,8.6
2009-03-01,11.4
2009-04-01,10.9
2009-05-01,0
2009-06-01,0
2010-01-01,7.2
2010-02-01,14.3
2010-03-01,18.7
2010-04-01,19.2
2010-05-01,13.6
2010-06-01,0
2011-01-01,15
2011-02-01,15.5
2011-03-01,25
2011-04-01,38.7
2011-05-01,24.2
2011-06-01,0
2012-01-01,2
2012-02-01,4.8
2012-03-01,7.2
2012-04-01,10.7
2012-05-01,0
2012-06-01,0
2013-01-01,10.4
2013-02-01,11.1
2013-03-01,10.2
2013-04-01,5.9
2013-05-01,0
2013-06-01,0
2014-01-01,1.7
2014-02-01,2.5
2014-03-01,3.4
2014-04-01,1.7
2014-05-01,0
2014-06-01,0
