"datetime","snow.water.eq.inches"
1930-03-31,12.2
1931-03-30,7.5
1932-03-26,18.9
1933-03-28,16
1934-03-30,1
1935-03-27,20.4
1936-04-05,25.5
1937-04-10,21
1938-03-26,24.1
1939-03-28,9.8
1940-03-22,14.7
1941-03-24,17.2
1942-03-27,18.5
1943-03-22,25.7
1944-03-25,11.5
1945-02-01,8.2
1945-03-01,15.8
1945-03-29,21.1
1945-05-02,10.8
1946-02-01,14
1946-03-01,18.5
1946-03-29,22.1
1946-05-02,3.1
1947-02-03,7.3
1947-03-03,8.7
1947-03-31,9.4
1948-02-02,7.4
1948-03-01,8.1
1948-03-31,14.9
1948-05-03,20.8
1949-01-31,12.8
1949-03-01,17
1949-03-30,22
1949-05-02,3.5
1950-02-01,8.2
1950-03-01,9.1
1950-03-30,19
1950-04-29,6.9
1951-01-30,6.7
1951-03-01,10.2
1951-04-02,12.7
1951-05-02,1.4
1952-02-01,20.2
1952-02-29,29
1952-03-30,33.6
1952-05-02,19.8
1953-02-02,13.1
1953-03-02,15.4
1953-04-02,16.5
1953-05-01,10
1954-02-01,7.2
1954-02-26,9.6
1954-03-30,14.5
1954-05-03,0.6
1955-02-02,8.1
1955-03-01,11.5
1955-03-31,12.4
1955-05-02,17.6
1956-02-01,21
1956-03-01,23.8
1956-03-28,23
1956-05-03,11.7
1957-02-01,6.1
1957-03-01,8.9
1957-04-04,17
1957-05-02,13.4
1958-02-04,13.4
1958-03-04,15.7
1958-04-03,24.8
1958-04-29,16.5
1959-02-03,3.5
1959-03-02,8
1959-03-31,7.6
1959-05-05,0
1960-02-02,8.7
1960-03-03,13.2
1960-03-29,12.7
1960-05-03,8.5
1961-01-30,7.2
1961-02-28,14
1961-03-29,17.4
1961-04-28,9.8
1962-01-31,9.7
1962-02-27,13.4
1962-04-03,18.2
1962-05-01,3
1963-02-04,0.6
1963-03-04,1.4
1963-03-29,3.7
1963-05-02,9.2
1964-01-31,9.8
1964-02-28,9.8
1964-03-27,15.4
1964-05-01,11.3
1965-02-01,14.9
1965-02-26,17.3
1965-04-01,15.2
1965-04-30,10.9
1966-01-28,7.4
1966-03-02,10.5
1966-03-28,12.2
1966-05-03,5
1967-02-01,11.1
1967-02-27,11.8
1967-03-30,13.8
1967-04-28,22.3
1968-02-01,10.8
1968-03-01,10.6
1968-04-01,12.2
1968-04-29,6
1969-02-03,17.8
1969-02-27,21
1969-03-28,23.6
1969-04-29,18.5
1970-02-03,12.6
1970-03-02,13
1970-03-31,14.2
1970-05-01,14.7
1971-02-01,12.5
1971-03-03,12.9
1971-04-04,21.2
1971-04-30,20.4
1972-02-01,11.6
1972-03-03,24.4
1972-03-31,21.6
1972-05-01,17.6
1973-01-31,9.8
1973-02-28,11.7
1973-03-30,19
1973-04-26,17
1974-01-29,13
1974-02-26,15
1974-03-19,21.3
1974-04-29,22
1975-01-27,13.5
1975-02-25,19.9
1975-03-24,24.5
1975-04-28,32.5
1976-01-23,10
1976-02-24,11.6
1976-03-22,18
1976-04-28,16.5
1977-01-24,5
1977-02-22,3
1977-03-28,8.4
1977-04-29,0
1978-01-25,9.7
1978-02-22,12.1
1978-03-23,13.3
1978-04-28,16.7
1978-12-30,4.9
1979-01-29,7.5
1979-02-20,11.6
1979-03-23,16.7
1979-04-27,19.6
1980-01-28,13.6
1980-02-25,19
1980-03-25,27.1
1980-04-29,14.3
1981-01-26,2.6
1981-02-27,8.2
1981-03-24,9.8
1981-04-30,2.1
1981-12-31,2.4
1982-01-27,12
1982-02-23,12.7
1982-03-26,16.3
1982-05-03,13.6
1983-01-01,9.2
1983-01-26,11.4
1983-02-25,17.7
1983-03-23,24.6
1983-04-29,27.1
1984-01-01,15.3
1984-01-25,17.2
1984-03-26,21.1
1984-05-01,19.9
1984-05-01,22.8
1985-01-01,12.3
1985-01-28,12.9
1985-03-01,17.1
1985-03-26,19
1985-04-30,6.3
1986-01-02,5.7
1986-01-28,10.6
1986-03-27,22.8
1986-05-01,20.1
1986-09-01,20.2
1987-01-01,4.9
1987-01-28,7.6
1987-03-27,15.1
1987-05-01,11.3
1987-09-01,0.7
1988-01-01,3.6
1988-01-25,9.9
1988-03-28,10.8
1988-05-01,10.4
1988-09-01,6.2
1989-01-26,17.7
1989-03-28,22
1990-01-26,7.2
1990-03-27,13.6
1991-01-28,5.6
1991-03-26,14.8
1992-01-28,4.5
1992-03-26,6.2
1992-11-01,0
1993-01-26,15.2
1993-03-26,18
1994-01-27,6.2
1994-03-28,11.2
1995-01-26,18.2
1995-03-28,21
1996-01-26,11.3
1996-03-26,15.8
1996-05-01,17.2
1996-09-01,17.9
1997-01-27,12.9
1997-03-25,14.4
1997-05-01,16.5
1998-01-27,15.2
1998-03-26,19
1999-01-26,15.2
1999-03-29,28.5
2000-01-25,8.9
2000-03-27,14.2
2001-01-29,6.6
2001-03-26,4.4
2002-01-28,12.6
2002-03-25,20.6
2002-05-01,16
2002-09-01,12.5
2003-01-27,5.2
2003-03-24,9
2004-01-26,15.3
2004-03-29,14.6
2005-01-26,7.8
2006-01-25,8.3
2006-03-30,18.9
2007-01-30,5.9
2007-03-28,6.6
2008-01-31,10.9
2008-04-01,13.7
2009-02-03,9
2009-03-26,14.6
2010-02-02,9.4
2010-04-01,12.4
2011-02-02,10.9
2011-03-30,20.5
2012-02-01,3.6
2012-03-28,7.4
2013-01-31,9.6
2013-01-31,9.6
2013-03-28,10.2
2014-01-29,1.2
2014-03-27,7.4
