"datetime","snow.water.eq.inches"
1985-01-01,9.1
1985-02-01,10.1
1985-03-01,14.9
1985-04-01,18.8
1985-05-01,1
1985-06-01,0
1986-01-01,6.3
1986-02-01,8.6
1986-03-01,15.5
1986-04-01,14.7
1986-05-01,4.4
1986-06-01,0
1987-01-01,2.3
1987-02-01,5.1
1987-03-01,8
1987-04-01,11.2
1987-05-01,0
1987-06-01,0
1988-01-01,1.9
1988-02-01,7.5
1988-03-01,7.8
1988-04-01,5.6
1988-05-01,0
1988-06-01,0
1989-01-01,9.1
1989-02-01,14.6
1989-03-01,16.6
1989-04-01,17.5
1989-05-01,0.7
1989-06-01,0
1990-01-01,2.5
1990-02-01,4.8
1990-03-01,8.2
1990-04-01,7.6
1990-05-01,0
1990-06-01,2.3
1991-01-01,2.4
1991-02-01,3.9
1991-03-01,2.4
1991-04-01,5.6
1991-05-01,2
1991-06-01,0.2
1992-01-01,3.3
1992-02-01,3.9
1992-03-01,5.4
1992-04-01,0.3
1992-05-01,0
1992-06-01,0.2
1993-01-01,9.5
1993-02-01,17.2
1993-03-01,21.1
1993-04-01,16.7
1993-05-01,9.9
1993-06-01,0
1994-01-01,4.6
1994-02-01,6
1994-03-01,10.4
1994-04-01,8.6
1994-05-01,0.6
1994-06-01,0
1995-01-01,12
1995-02-01,17.2
1995-03-01,17.7
1995-04-01,22.9
1995-05-01,18.5
1995-06-01,0
1996-01-01,2.4
1996-02-01,10.3
1996-03-01,13.8
1996-04-01,15
1996-05-01,5.3
1996-06-01,0
1997-01-01,7.7
1997-02-01,10.1
1997-03-01,9.8
1997-04-01,8.5
1997-05-01,0
1997-06-01,0
1998-01-01,4.1
1998-02-01,13.9
1998-03-01,20
1998-04-01,20.7
1998-05-01,15.5
1998-06-01,0.3
1999-01-01,7.8
1999-02-01,10.2
1999-03-01,17.6
1999-04-01,20.1
1999-05-01,9.9
1999-06-01,0
2000-01-01,3.7
2000-02-01,8.9
2000-03-01,12.8
2000-04-01,11.6
2000-05-01,0
2000-06-01,0
2001-01-01,4
2001-02-01,6.4
2001-03-01,9.5
2001-04-01,4
2001-05-01,0
2001-06-01,0
2002-01-01,7.6
2002-02-01,8.9
2002-03-01,8.8
2002-04-01,11.6
2002-05-01,1.1
2002-06-01,0
2003-01-01,8.2
2003-02-01,6
2003-03-01,6.9
2003-04-01,3.2
2003-05-01,6.4
2003-06-01,0
2004-01-01,9.9
2004-02-01,12.7
2004-03-01,17
2004-04-01,8.9
2004-05-01,0
2004-06-01,0
2005-01-01,4.4
2005-02-01,7.9
2005-03-01,8.3
2005-04-01,10.6
2005-05-01,1.6
2005-06-01,0
2006-01-01,1.3
2006-02-01,7.4
2006-03-01,10.4
2006-04-01,14.6
2006-05-01,10.4
2006-06-01,0
2007-01-01,3.3
2007-02-01,4.9
2007-03-01,9
2007-04-01,4.6
2007-05-01,0
2007-06-01,0
2008-01-01,4.4
2008-02-01,10.8
2008-03-01,13.2
2008-04-01,13.2
2008-05-01,1.9
2008-06-01,0
2009-01-01,6.1
2009-02-01,8.4
2009-03-01,11.3
2009-04-01,11
2009-05-01,1.7
2009-06-01,0
2010-01-01,6.8
2010-02-01,10.4
2010-03-01,11.6
2010-04-01,13.3
2010-05-01,9.7
2010-06-01,0
2011-01-01,8.8
2011-02-01,9.3
2011-03-01,13.2
2011-04-01,18.7
2011-05-01,15.2
2011-06-01,0
2012-01-01,1.5
2012-02-01,3.7
2012-03-01,5.2
2012-04-01,6.8
2012-05-01,0
2012-06-01,0
2013-01-01,5.9
2013-02-01,7.5
2013-03-01,8.1
2013-04-01,1.3
2013-05-01,0
2013-06-01,0
2014-01-01,0.5
2014-02-01,0
2014-03-01,0.6
2014-04-01,3.6
2014-05-01,0
2014-06-01,0
