"datetime","snow.water.eq.inches"
1976-01-23,1.2
1976-02-27,3.3
1976-03-25,4.8
1976-05-01,0
1977-01-26,2.3
1977-02-26,4.2
1977-03-29,5.1
1977-04-26,0
1977-12-27,0
1978-01-24,21.6
1978-02-24,31.7
1978-03-28,34.2
1978-04-26,32.5
1979-01-26,10.2
1979-02-27,16.6
1979-03-29,19.3
1979-04-25,15.7
1980-01-30,14.2
1980-02-26,25.9
1980-03-26,31.1
1981-02-02,7.5
1981-02-27,66.3
1981-03-30,11.7
1982-01-29,18.4
1982-02-23,19
1982-04-08,29.4
1982-04-27,25.4
1983-01-25,19.8
1983-03-04,35.2
1983-04-01,37.2
1984-01-25,14.2
1984-02-28,18
1984-03-27,16.8
1985-01-29,10.1
1985-02-25,12.8
1985-04-01,16.3
1986-01-27,9.6
1986-02-25,34.4
1986-03-25,34
1986-12-27,9.6
1987-01-01,0
1987-01-29,2.8
1987-02-26,7.7
1987-03-30,9
1988-01-26,9.2
1988-02-23,8.5
1988-03-31,7.6
1988-09-01,1.6
1989-01-30,11.4
1989-02-27,8.5
1989-04-04,13.4
1990-02-02,5.1
1990-03-30,8
1990-03-30,8
1991-01-01,2.5
1991-01-31,2.5
1991-02-26,2.2
1991-03-28,14
1992-01-30,3.8
1992-04-02,8.8
1993-01-26,20.5
1993-03-30,28.6
1994-01-31,2.8
1994-03-31,8.4
1995-01-30,20.2
1995-03-28,35.5
1996-02-03,11.3
1996-03-26,19
1997-01-31,28.5
1997-03-29,21.6
1998-01-28,11.4
1998-03-30,25.6
1999-01-27,11.3
1999-03-29,17.6
2000-01-26,8.5
2000-03-29,15.3
2001-01-31,5
2001-03-28,10.5
2002-02-04,11.3
2002-03-27,14.4
2003-01-28,14
2003-03-28,15.9
2004-01-31,13.8
2004-03-24,16.4
2005-01-27,23.8
2005-03-31,29.9
2006-01-25,18.7
2007-01-30,2.3
2007-03-28,6.9
2008-02-02,15.2
2008-04-01,18.1
2009-01-28,7.8
2009-03-25,16.8
2010-01-31,13.2
2010-04-06,20.3
2011-02-02,17.4
2011-03-29,32.6
2012-01-26,4.7
2012-03-29,6.3
2013-01-29,13.4
2013-03-26,11
2014-02-01,3
2014-02-22,6
2014-03-30,5.7
