"datetime","snow.water.eq.inches"
1997-01-27,6.4
1997-03-24,7.4
1998-01-26,9.7
1998-03-25,10.4
1999-01-25,8.8
1999-03-29,12.2
2000-01-24,5.3
2000-03-27,11
2001-01-26,4.7
2001-03-26,3
2002-01-28,8.4
2002-03-25,13.5
2003-01-28,3.4
2003-03-24,5.7
2004-01-26,8.9
2004-03-29,3.7
2005-01-26,3.4
2005-03-30,5.7
2006-01-25,4.7
2006-03-30,11
2007-01-30,3.2
2007-03-28,1.2
2008-01-30,9
2008-04-01,11.3
2009-02-02,5.8
2009-03-27,9.7
2010-02-01,6.2
2010-04-02,7.5
2011-02-01,4.8
2011-03-29,13.1
2012-01-31,1
2012-03-29,2.2
2013-01-30,8
2013-01-30,8
2013-03-29,4.3
2014-01-29,0
2014-03-31,2.5
