"datetime","snow.water.eq.inches"
1979-01-01,5.6
1979-02-01,12.3
1979-03-01,21.2
1979-04-01,27
1979-05-01,23.8
1979-06-01,1
1980-01-01,7.8
1980-02-01,17.6
1980-03-01,30.3
1980-04-01,35.9
1980-05-01,31.6
1980-06-01,18.2
1981-01-01,2.7
1981-02-01,8.8
1981-03-01,10.7
1981-04-01,15.5
1981-05-01,9.6
1981-06-01,0
1982-01-01,14.6
1982-02-01,27.9
1982-03-01,32.8
1982-04-01,48
1982-05-01,43
1982-06-01,5
1983-01-01,19.6
1983-02-01,28.9
1983-03-01,42.1
1983-04-01,49.9
1983-05-01,53.4
1983-06-01,32
1984-01-01,21.3
1984-02-01,24.1
1984-03-01,29.4
1984-04-01,31.7
1984-05-01,31
1984-06-01,0
1985-01-01,15.6
1985-02-01,16.8
1985-03-01,19.5
1985-04-01,27.1
1985-05-01,13.9
1985-06-01,0
1986-01-01,11.4
1986-02-01,14.2
1986-03-01,36
1986-04-01,41.9
1986-05-01,36
1986-06-01,3
1987-01-01,1.6
1987-02-01,6.3
1987-03-01,11.7
1987-04-01,13.1
1987-05-01,5.4
1987-06-01,0
1988-01-01,6.2
1988-02-01,12.2
1988-03-01,12.8
1988-04-01,11.6
1988-05-01,9.9
1988-06-01,0
1989-01-01,10.8
1989-02-01,12.9
1989-03-01,17.8
1989-04-01,24.4
1989-05-01,17.7
1989-06-01,1.3
1990-01-01,3.4
1990-02-01,6.9
1990-03-01,13.3
1990-04-01,12.8
1990-05-01,8.1
1990-06-01,0.4
1991-01-01,2.2
1991-02-01,2.4
1991-03-01,3.9
1991-04-01,16.3
1991-05-01,15.1
1991-06-01,1.4
1992-01-01,7.9
1992-02-01,8.4
1992-03-01,13.7
1992-04-01,14.6
1992-05-01,2.3
1992-06-01,0
1993-01-01,11.6
1993-02-01,23.1
1993-03-01,31.2
1993-04-01,35.8
1993-05-01,33.5
1993-06-01,3.7
1994-01-01,4
1994-02-01,6.2
1994-03-01,13
1994-04-01,14
1994-05-01,9.9
1994-06-01,0
1995-01-01,9.2
1995-02-01,25.2
1995-03-01,26.3
1995-04-01,44.8
1995-05-01,44.4
1995-06-01,44.5
1996-01-01,4.8
1996-02-01,14.1
1996-03-01,20.8
1996-04-01,27.9
1996-05-01,23.3
1996-06-01,3.7
1997-01-01,20.4
1997-02-01,34
1997-03-01,35.6
1997-04-01,37.2
1997-05-01,29.5
1997-06-01,0
1998-01-01,5.5
1998-02-01,13.9
1998-03-01,28.8
1998-04-01,35
1998-05-01,33.3
1998-06-01,23.3
1999-01-01,7.2
1999-02-01,15.5
1999-03-01,25.6
1999-04-01,29.2
1999-05-01,31.9
1999-06-01,3
2000-01-01,1.3
2000-02-01,9.8
2000-03-01,19.8
2000-04-01,21.5
2000-05-01,17.6
2000-06-01,0
2001-01-01,3.2
2001-02-01,6.8
2001-03-01,13
2001-04-01,15.5
2001-05-01,16.1
2001-06-01,0
2002-01-01,13.3
2002-02-01,14.4
2002-03-01,17.6
2002-04-01,22.5
2002-05-01,15.2
2002-06-01,0
2003-01-01,15.1
2003-02-01,15.3
2003-03-01,18
2003-04-01,22.5
2003-05-01,27.4
2003-06-01,2.6
2004-01-01,13
2004-02-01,16.1
2004-03-01,25.5
2004-04-01,25.9
2004-05-01,14.6
2004-06-01,0
2005-01-01,16.6
2005-02-01,27.4
2005-03-01,32.6
2005-04-01,40.5
2005-05-01,38.3
2005-06-01,14.5
2006-01-01,14.1
2006-02-01,20.1
2006-03-01,25.7
2006-04-01,37
2006-05-01,36.9
2006-06-01,8.1
2007-01-01,2.8
2007-02-01,3.9
2007-03-01,10.6
2007-04-01,11.5
2007-05-01,7.7
2007-06-01,0
2008-01-01,3.8
2008-02-01,16.6
2008-03-01,22.7
2008-04-01,23.4
2008-05-01,19.4
2008-06-01,0
2009-01-01,5.2
2009-02-01,8.7
2009-03-01,12.9
2009-04-01,21.4
2009-05-01,15.8
2009-06-01,0
2010-01-01,6.5
2010-02-01,14.3
2010-03-01,19.5
2010-04-01,23.9
2010-05-01,27.4
2010-06-01,15.6
2011-01-01,18.8
2011-02-01,19.7
2011-03-01,26.3
2011-04-01,39.3
2011-05-01,36.2
2011-06-01,25
2012-01-01,1.3
2012-02-01,5.7
2012-03-01,6.6
2012-04-01,10.4
2012-05-01,4.7
2012-06-01,0
2013-01-01,16.1
2013-02-01,17.7
2013-03-01,17.3
2013-04-01,19
2013-05-01,8.8
2013-06-01,0
2014-01-01,2.2
2014-02-01,4.1
2014-03-01,10.2
2014-04-01,12.8
2014-05-01,6.9
2014-06-01,0
