"datetime","snow.water.eq.inches"
1925-03-26,21.6
1926-03-30,17.4
1927-03-28,39.1
1927-05-01,15.6
1928-03-30,15.6
1929-03-31,17.8
1930-03-30,21.8
1931-03-29,15.9
1932-04-01,33.9
1933-03-31,27.6
1934-03-31,7.4
1935-03-31,31
1936-03-31,34.1
1937-02-27,33.4
1937-03-31,34.1
1938-02-26,42.4
1938-04-01,59.2
1939-03-28,23.9
1940-04-04,42.3
1941-04-08,38.9
1942-03-28,31
1943-03-27,41
1944-03-30,27.8
1945-03-24,29.8
1946-04-01,38.9
1947-03-31,25.3
1948-04-03,20
1949-04-02,35.9
1950-03-30,38.4
1951-03-28,22.1
1952-04-14,68.1
1953-04-02,33.1
1954-04-01,25.6
1955-03-31,23.7
1956-03-26,46
1957-04-01,33.3
1958-04-22,48.9
1959-03-31,18.7
1960-03-28,22.7
1961-03-30,18.7
1962-03-30,39.8
1963-04-04,12.2
1964-03-27,23.7
1965-03-28,37.3
1966-03-29,27.7
1967-03-25,41.4
1968-03-27,25.4
1969-03-27,54.4
1970-03-26,24.8
1972-03-31,24.6
1973-03-29,35.1
1974-03-21,32
1975-03-31,41.2
1976-03-25,15.3
1977-03-29,10
1978-03-24,42.6
1979-03-30,25.8
1980-03-25,42
1981-03-30,20
1982-04-08,49.3
1983-03-31,63.8
1984-03-28,34.6
1985-03-29,34
1986-03-25,43.6
1987-03-26,20.8
1988-03-29,11
1989-01-03,17.8
1989-01-25,20.7
1989-02-27,24.8
1989-03-27,34.4
1989-04-28,21.5
1990-03-29,19.3
1990-04-26,7.2
1991-01-03,3.8
1991-01-29,3.2
1991-03-06,12.1
1991-03-29,21.6
1991-04-25,17.3
1992-01-29,8.9
1992-02-27,17.7
1992-03-26,16.4
1992-04-28,3.9
1992-12-23,5.7
1993-01-25,36.8
1993-03-01,45.8
1993-03-30,51
1993-04-28,46.6
1994-01-28,12
1994-02-24,21.1
1994-03-30,19.1
1994-04-27,8.1
1995-02-01,40.5
1995-02-23,39.6
1995-04-03,57.2
1995-04-26,59.4
1995-12-30,17.9
1996-01-03,4.2
1996-02-01,20.2
1996-03-01,30.1
1996-03-29,36.4
1996-04-30,32.2
1997-01-29,35.1
1997-02-26,36.6
1997-03-25,35.8
1997-04-29,19.1
1998-01-28,20.6
1998-03-30,40.2
1999-01-28,25
1999-03-29,45.7
2000-01-28,17.6
2000-04-03,35.2
2001-01-31,11.6
2001-03-27,20.7
2002-02-27,28.8
2002-03-28,35.9
2003-01-29,22.3
2003-02-27,28.4
2003-03-31,25.4
2004-01-30,25.3
2005-01-27,28
2005-02-24,31.9
2005-03-31,37.1
2005-04-26,37.9
2006-01-31,18.1
2006-02-24,19.9
2006-03-30,33.9
2007-01-31,8.4
2007-03-03,22
2007-03-30,18.4
2008-02-26,35
2008-03-27,30.6
2008-04-30,20.8
2009-01-27,12.9
2009-02-27,23.7
2009-03-27,32.1
2009-04-29,21.2
2010-01-28,20.6
2010-02-25,23.8
2010-03-26,31.7
2010-04-26,32.4
2011-01-26,29
2011-02-22,34.3
2011-04-01,61.4
2011-04-26,59.2
2012-01-31,6.2
2012-03-02,13.4
2012-04-02,24.2
2012-04-30,19.1
2013-02-01,20.1
2013-02-28,19
2013-03-26,19.1
2014-02-24,7
2014-04-03,11
