"datetime","snow.water.eq.inches"
1930-01-03,9.6
1930-01-30,20.1
1930-03-09,30.3
1930-04-03,30.7
1930-04-29,24.2
1930-06-01,10.6
1931-01-08,8
1931-01-27,9.7
1931-02-26,13.7
1931-03-27,17.2
1931-04-29,9.3
1932-02-10,52.6
1932-02-25,52.2
1932-03-30,49.7
1932-04-28,51
1932-05-27,33.1
1933-02-01,17.9
1933-02-21,20.8
1933-03-21,23.9
1933-04-26,22.4
1934-01-26,13.4
1934-02-24,16.2
1934-03-26,15.7
1934-04-30,0
1935-01-24,19.2
1935-02-23,21.2
1935-03-26,28.7
1935-04-26,38
1936-01-24,20.7
1936-02-27,43
1936-03-23,41.4
1936-04-25,36.1
1937-01-26,12.8
1937-02-22,30.5
1937-03-31,37.6
1937-04-28,36.6
1938-01-24,8.7
1938-02-22,31.9
1938-03-29,47.2
1938-04-29,46.4
1939-01-27,8.4
1939-03-01,18.1
1939-03-29,20.4
1939-04-29,4.7
1940-01-27,18.6
1940-03-01,34.6
1940-03-28,36.5
1940-04-26,33.9
1941-01-29,23.8
1941-02-26,30.4
1941-04-01,36.6
1941-04-27,39.2
1942-01-29,29.2
1942-02-26,36.2
1942-03-27,39.3
1942-04-29,37.6
1943-02-01,28.8
1943-02-27,37.6
1943-03-28,45.1
1943-04-29,34.1
1944-02-07,17.1
1944-02-27,18.2
1944-03-30,27.9
1944-05-04,28
1945-01-25,17.6
1945-02-23,30.1
1945-03-30,38.1
1945-04-25,37.4
1946-01-21,27
1946-02-22,30.3
1946-03-22,34.5
1946-04-23,31.5
1947-01-31,20.4
1947-02-28,21.9
1947-03-27,26.9
1947-04-29,22.8
1948-01-25,7.4
1948-02-27,12.6
1948-04-07,31.4
1948-05-02,33.5
1949-01-26,13.9
1949-02-26,19.8
1949-03-26,31.8
1949-04-28,25.7
1950-01-26,24.8
1950-02-27,31.4
1950-03-29,39.8
1950-04-25,32
1951-02-01,17
1951-02-28,21.6
1951-03-30,20.4
1951-05-01,9.9
1952-01-30,45.8
1952-03-02,53
1952-03-26,67
1952-05-02,55.7
1953-01-29,23.9
1953-02-27,25.4
1953-03-30,30.1
1953-05-03,28.9
1953-06-02,26
1954-02-04,12.4
1954-02-26,21.6
1954-03-31,31.4
1954-05-02,22.1
1955-01-27,22.5
1955-03-04,28.1
1955-03-31,26.8
1955-05-01,31.4
1956-01-29,41.1
1956-03-02,48.6
1956-03-27,46
1956-05-01,43.4
1957-01-31,16
1957-03-01,23
1957-04-03,34.5
1957-04-28,29.4
1958-02-01,20.8
1958-03-02,34.5
1958-04-05,58.6
1958-04-25,53.8
1959-01-27,14.8
1959-02-27,33.4
1959-03-26,26.2
1959-04-28,15.2
1960-01-30,9.3
1960-02-28,22.7
1960-03-31,25.9
1960-05-03,18.6
1961-01-29,7.1
1961-02-27,14
1961-03-30,20.2
1961-04-28,16.6
1962-01-26,13.6
1962-02-26,33.7
1962-03-25,44.8
1962-04-26,32.9
1963-01-25,2.8
1963-02-26,12.9
1963-03-25,18.5
1963-04-25,34.5
1964-01-26,18.6
1964-03-04,19
1964-03-25,21.6
1964-04-26,18
1965-01-27,41.4
1965-02-25,46
1965-03-25,42.6
1965-04-26,46.1
1966-01-25,24.1
1966-02-25,27.8
1966-03-26,27.8
1966-04-26,19.1
1967-02-01,34.4
1967-02-28,35.3
1967-04-03,50
1967-05-01,62.8
1968-01-25,12.6
1968-02-25,24.9
1968-03-26,28.5
1968-04-26,18.2
1969-01-29,44.4
1969-03-05,67.3
1969-03-25,68.6
1969-04-25,63
1970-01-29,26.4
1970-03-03,32.1
1970-04-01,32.1
1970-04-30,26.3
1971-01-27,33.6
1971-02-26,32
1971-04-01,40.5
1971-04-29,39.5
1972-01-31,27.3
1972-03-01,30.9
1972-03-30,26.6
1972-04-25,34.5
1973-01-25,25.4
1973-02-26,34.1
1973-03-26,39.8
1973-04-25,38.6
1974-01-22,25.8
1974-02-20,26.5
1974-03-20,35
1974-04-29,39.4
1975-01-23,15.3
1975-02-24,29.3
1975-03-31,41.1
1975-04-22,49
1976-01-28,6.1
1976-02-24,10.5
1976-03-30,14.6
1976-04-27,7.2
1977-01-26,3.6
1977-02-28,6.3
1977-03-28,9.8
1977-04-26,0
1978-01-27,31
1978-02-21,40.1
1978-03-28,45.6
1978-04-24,47
1979-01-26,17.8
1979-02-27,30.8
1979-03-30,32.8
1979-04-27,30.1
1980-01-24,26.4
1980-02-29,41.4
1980-03-28,44.6
1980-04-28,40.3
1981-02-02,14.4
1981-02-26,20.1
1981-03-27,25.2
1981-04-27,15.4
1982-02-08,60.5
1982-02-22,37
1982-04-25,58.1
1983-01-03,25.8
1983-01-25,33.1
1983-02-22,45.9
1983-03-26,65.5
1983-04-26,70
1984-01-03,32.1
1984-01-27,32.3
1984-02-24,38.3
1984-03-26,35.5
1984-04-26,31.7
1985-01-06,18
1985-01-25,18.1
1985-02-22,23.9
1985-03-29,32.3
1985-04-29,14.6
1986-01-02,15.6
1986-01-27,20.8
1986-02-26,52
1986-03-26,59.7
1986-04-30,46.7
1987-01-02,2.3
1987-01-26,6.5
1987-02-26,17.5
1987-03-25,21.5
1987-04-29,0
1988-01-07,11.5
1988-01-27,17.6
1988-03-02,18.4
1988-03-30,10.4
1988-04-27,0
1989-01-30,20.6
1989-02-27,23.9
1989-03-29,36.6
1989-04-27,26
1990-01-25,12
1990-02-28,20.8
1990-03-29,20.1
1990-04-30,3.3
1991-01-03,4.3
1991-01-25,4.3
1991-03-06,13.1
1991-03-28,26.3
1991-04-29,24.6
1992-01-30,10.4
1992-02-24,19.1
1992-03-25,20.6
1992-04-29,1.9
1993-03-01,56
1993-03-30,54.6
1993-04-29,51
1994-01-25,8.5
1994-02-24,17.8
1994-03-31,15.8
1994-04-27,4.9
1995-02-03,40.8
1995-03-01,41
1995-03-29,65.1
1995-04-26,65.5
1995-12-28,16.9
1996-01-03,9.1
1996-02-01,24.4
1996-03-06,40
1996-04-01,42
1996-04-30,34.3
1997-01-30,51.8
1997-02-27,48
1997-04-01,33.9
1997-05-01,14.8
1998-04-02,55.1
1999-04-01,43.4
2000-02-28,29.6
2000-03-30,30.5
2000-05-01,14.1
2001-02-01,10.9
2001-03-01,20.9
2001-03-30,13.5
2001-04-30,12.6
2002-01-31,23.5
2002-02-28,26.8
2002-03-29,30.8
2002-04-30,16.8
2003-01-31,23
2003-02-28,22.4
2003-03-31,25.3
2003-04-29,30.4
2004-03-02,34.9
2004-03-31,26.5
2005-01-27,32
2005-02-24,51
2005-03-31,46
2005-04-29,38.8
2006-03-01,32.1
2006-03-30,42.5
2007-02-02,7.6
2007-03-02,19.3
2007-03-29,12
2007-04-30,3.6
2008-01-30,21.4
2008-02-28,30.4
2008-03-28,28
2008-04-29,8
2009-01-30,15.1
2009-02-27,26
2009-03-31,32
2009-04-30,21.6
2010-01-28,21.8
2010-03-01,28
2010-03-26,31
2010-04-29,34.4
2011-01-28,28
2011-02-28,37.4
2011-03-29,52.5
2011-04-28,50.9
2012-01-31,5.5
2012-03-02,10.5
2012-03-29,17
2012-04-26,10.6
2013-01-04,22.5
2013-01-30,25
2013-02-26,25
2013-03-28,21.5
2013-04-26,4.8
2014-01-31,4.5
2014-03-04,19
2014-03-25,17.5
2014-04-28,9
