"datetime","snow.water.eq.inches"
1979-01-01,6.1
1979-02-01,12.8
1979-03-01,20.2
1980-01-01,13.6
1980-02-01,23.3
1980-03-01,39.7
1980-04-01,45.5
1980-05-01,34.1
1980-06-01,8
1981-01-01,4.8
1981-02-01,14.6
1981-03-01,15.5
1981-04-01,19.3
1981-05-01,6
1981-06-01,0.5
1982-01-01,11.5
1982-02-01,25.9
1982-03-01,25.6
1982-04-01,42.3
1982-05-01,43.2
1982-06-01,8.9
1983-01-01,23.1
1983-02-01,35.5
1983-03-01,55.1
1983-04-01,68.1
1983-05-01,72.8
1983-06-01,41.3
1984-01-01,24.8
1984-02-01,24.8
1984-03-01,34.9
1984-04-01,34.9
1984-05-01,28.3
1984-06-01,0
1985-01-01,14.5
1985-02-01,15.5
1985-03-01,21.6
1985-04-01,31.2
1985-05-01,11.3
1985-06-01,0
1986-01-01,15
1986-02-01,20.3
1986-03-01,44.1
1986-04-01,42.9
1986-05-01,23.1
1986-06-01,0
1987-01-01,3.3
1987-02-01,10.9
1987-03-01,16.5
1987-04-01,19.2
1987-05-01,0
1987-06-01,0
1988-01-01,7
1988-02-01,16.7
1988-03-01,16.9
1988-04-01,9.2
1988-05-01,0
1988-06-01,0
1989-01-01,17.7
1989-02-01,21.4
1989-03-01,28.6
1989-04-01,35.7
1989-05-01,19.9
1989-06-01,0
1990-01-01,6.5
1990-02-01,11.5
1990-03-01,18.8
1990-04-01,18.8
1990-05-01,0
1990-06-01,0.6
1991-01-01,4.3
1991-02-01,4.6
1991-03-01,5.4
1991-04-01,21.5
1991-05-01,14.2
1991-06-01,0
1992-01-01,6.4
1992-02-01,7.4
1992-03-01,14.6
1992-04-01,14.6
1992-05-01,0
1992-06-01,0
1993-01-01,18
1993-02-01,38
1993-03-01,54.2
1993-04-01,54.8
1993-05-01,39.2
1993-06-01,0
1994-01-01,7.7
1994-02-01,10
1994-03-01,19.9
1994-04-01,17.9
1994-05-01,4.3
1994-06-01,0
1995-01-01,18.9
1995-02-01,38.1
1995-03-01,38.8
1995-04-01,53.5
1995-05-01,54.7
1995-06-01,34.1
1996-01-01,4.1
1996-02-01,19.7
1996-03-01,31.3
1996-04-01,35.2
1996-05-01,27
1996-06-01,0
1997-01-01,21
1997-02-01,36.1
1997-03-01,36.6
1997-04-01,31.6
1997-05-01,11.3
1997-06-01,0
1998-01-01,8
1998-02-01,21.8
1998-03-01,42
1998-04-01,44.9
1998-05-01,41.4
1998-06-01,27.1
1999-01-01,12
1999-02-01,26.2
1999-03-01,42.8
1999-04-01,42.9
1999-05-01,43.9
1999-06-01,7.6
2000-01-01,4.6
2000-02-01,19.8
2000-03-01,34.1
2000-04-01,33.9
2000-05-01,13.7
2000-06-01,0
2001-01-01,8.7
2001-02-01,14.1
2001-03-01,24.5
2001-04-01,18.9
2001-05-01,12.4
2001-06-01,0
2002-01-01,20.9
2002-02-01,29
2002-03-01,31.8
2002-04-01,38.4
2002-05-01,25.2
2002-06-01,0
2003-01-01,19.1
2003-02-01,22.6
2003-03-01,25.5
2003-04-01,18.9
2003-05-01,30.4
2003-06-01,0.7
2004-01-01,20.2
2004-02-01,25.6
2004-03-01,38.7
2004-04-01,33.7
2004-05-01,17.1
2004-06-01,0
2005-01-01,15.8
2005-02-01,32.3
2005-03-01,39
2005-04-01,51.1
2005-05-01,44.9
2005-06-01,10.1
2006-01-01,6.7
2006-02-01,19.6
2006-03-01,25.9
2006-04-01,46
2006-05-01,45.2
2006-06-01,2.1
2007-01-01,6.3
2007-02-01,8.5
2007-03-01,22
2007-04-01,19.6
2007-05-01,7.1
2007-06-01,0
2008-01-01,6.1
2008-02-01,24.4
2008-03-01,35.4
2008-04-01,35.7
2008-05-01,19.9
2008-06-01,0
2009-01-01,11.3
2009-02-01,14
2009-03-01,25.9
2009-04-01,32
2009-05-01,19
2009-06-01,0
2010-01-01,10.7
2010-02-01,21.5
2010-03-01,27.4
2010-04-01,34.4
2010-05-01,38.3
2010-06-01,19.7
2011-01-01,26.8
2011-02-01,29.4
2011-03-01,41.4
2011-04-01,65.4
2011-05-01,58
2011-06-01,41
2012-01-01,2.3
2012-02-01,10.3
2012-03-01,13.2
2012-04-01,22.9
2012-05-01,12.2
2012-06-01,0
2013-01-01,14.6
2013-02-01,17
2013-03-01,18
2013-04-01,16.3
2013-05-01,0
2013-06-01,0
2014-01-01,3.2
2014-02-01,4.9
2014-03-01,8.9
2014-04-01,9
2014-05-01,0
2014-06-01,0
