"datetime","snow.water.eq.inches"
1981-01-01,6.8
1981-02-01,19.8
1981-03-01,25.8
1981-04-01,37.3
1981-05-01,23.6
1981-06-01,0
1982-01-01,34.3
1982-02-01,50.4
1982-03-01,58
1982-04-01,82.7
1982-05-01,87.3
1982-06-01,56.1
1983-01-01,35.9
1983-02-01,50.1
1983-03-01,75.5
1983-04-01,92.7
1983-05-01,108
1983-06-01,89.6
1984-01-01,34.7
1984-02-01,34.3
1984-03-01,40.1
1984-04-01,47.5
1984-05-01,45.4
1984-06-01,18
1985-01-01,17.8
1985-02-01,19
1985-03-01,26
1985-04-01,33.1
1985-05-01,21.3
1985-06-01,0
1986-01-01,19.5
1986-02-01,30.1
1986-03-01,56.2
1986-04-01,66.9
1986-05-01,52.5
1986-06-01,20.6
1987-01-01,4.3
1987-02-01,12
1987-03-01,23.2
1987-04-01,32.7
1987-05-01,12.4
1987-06-01,0
1988-01-01,15.4
1988-02-01,28.1
1988-03-01,28.9
1988-04-01,23.1
1988-05-01,12.8
1988-06-01,0.1
1989-01-01,27.5
1989-02-01,30.9
1989-03-01,39
1989-04-01,53.6
1989-05-01,31.1
1989-06-01,10.4
1990-01-01,5.6
1990-02-01,13.6
1990-03-01,25.8
1990-04-01,24.9
1990-05-01,10.7
1990-06-01,2.3
1991-01-01,4.7
1991-02-01,6.1
1991-03-01,9
1991-04-01,33.2
1991-05-01,30.5
1991-06-01,20.2
1992-01-01,8.4
1992-02-01,9
1992-03-01,24.5
1992-04-01,27.4
1992-05-01,14.6
1992-06-01,0
1993-01-01,34.7
1993-02-01,64.3
1993-03-01,91
1993-04-01,91.3
1993-05-01,93.2
1993-06-01,48.2
1994-01-01,11.6
1994-02-01,15.8
1994-03-01,30.9
1994-04-01,27.3
1994-05-01,14.9
1994-06-01,0
1995-01-01,31.7
1995-02-01,67.7
1995-03-01,69.8
1995-04-01,103.5
1995-05-01,114.7
1995-06-01,85.8
1996-01-01,7.2
1996-02-01,34.5
1996-03-01,47.9
1996-04-01,65
1996-05-01,59
1996-06-01,24.6
1997-01-01,58.3
1997-02-01,80.5
1997-03-01,85.6
1997-04-01,77.5
1997-05-01,58.1
1997-06-01,2.4
1998-01-01,12.6
1998-02-01,37.1
1998-03-01,67.6
1998-04-01,80.2
1998-05-01,77.2
1998-06-01,67.8
1999-01-01,19.2
1999-02-01,39.7
1999-03-01,63.3
1999-04-01,69.6
1999-05-01,63.6
1999-06-01,32
2000-01-01,7.6
2000-02-01,28.2
2000-03-01,51.7
2000-04-01,52.7
2000-05-01,36.9
2000-06-01,0
2001-01-01,12.6
2001-02-01,17.9
2001-03-01,29
2001-04-01,23.8
2001-05-01,21.4
2001-06-01,0
2002-01-01,36.6
2002-02-01,43.2
2002-03-01,47.4
2002-04-01,61.6
2002-05-01,50.9
2002-06-01,13.8
2003-01-01,35.3
2003-02-01,44.8
2003-03-01,47.9
2003-04-01,49.9
2003-05-01,63
2003-06-01,32
2004-01-01,29
2004-02-01,36.1
2004-03-01,48.6
2004-04-01,41.8
2004-05-01,27.4
2004-06-01,0
2005-01-01,28.8
2005-02-01,47.3
2005-03-01,55.1
2005-04-01,71.1
2005-05-01,74.1
2005-06-01,40.1
2006-01-01,31.6
2006-02-01,49.2
2006-03-01,58
2006-04-01,73.8
2006-05-01,87
2006-06-01,44.8
2007-01-01,11.1
2007-02-01,13.8
2007-03-01,32
2007-04-01,30.8
2007-05-01,23.4
2007-06-01,0
2008-01-01,9.3
2008-02-01,26.8
2008-03-01,35.4
2008-04-01,39.4
2008-05-01,29.8
2008-06-01,0
2009-01-01,15.6
2009-02-01,19
2009-03-01,32.3
2009-04-01,45.4
2009-05-01,35.9
2009-06-01,0
2010-01-01,15.6
2010-02-01,26.9
2010-03-01,32.5
2010-04-01,43
2010-05-01,51.7
2010-06-01,45.3
2011-01-01,35.8
2011-02-01,37.2
2011-03-01,44.7
2011-04-01,65.2
2011-05-01,73.3
2011-06-01,64
2012-01-01,1.9
2012-02-01,9.4
2012-03-01,14.4
2012-04-01,33.7
2012-05-01,24.5
2012-06-01,0
2013-01-01,31
2013-02-01,32.4
2013-03-01,32.9
2013-04-01,27.7
2013-05-01,8.2
2013-06-01,0
2014-01-01,4.3
2014-02-01,4.3
2014-03-01,16.3
2014-04-01,19.6
2014-05-01,11.2
2014-06-01,0
