"datetime","snow.water.eq.inches"
2004-01-01,19
2004-02-01,25.3
2004-03-01,37.2
2004-04-01,34.5
2004-05-01,24.2
2004-06-01,0
2005-01-01,22.9
2005-02-01,34.2
2005-03-01,37.4
2005-04-01,42
2005-05-01,37.7
2005-06-01,21.6
2006-01-01,18.9
2006-02-01,26.5
2006-03-01,34.3
2006-04-01,43.7
2006-05-01,47
2006-06-01,22.7
2007-01-01,7.5
2007-02-01,9.7
2007-03-01,22.5
2007-04-01,20.5
2007-05-01,14.6
2007-06-01,0
2008-01-01,6.1
2008-02-01,22.1
2008-03-01,30.2
2008-04-01,28.3
2008-05-01,21
2008-06-01,0
2009-01-01,10.8
2009-02-01,15
2009-03-01,24.6
2009-04-01,33.1
2009-05-01,26.8
2009-06-01,0
2010-01-01,9.9
2010-02-01,21.6
2010-03-01,27.5
2010-04-01,32.6
2010-05-01,37.3
2010-06-01,29.1
2011-01-01,28.3
2011-02-01,30.1
2011-03-01,40.6
2011-04-01,60.4
2011-05-01,63
2011-06-01,52.4
2012-01-01,1.8
2012-02-01,6.6
2012-03-01,9.9
2012-04-01,19.9
2012-05-01,15.2
2012-06-01,0
2013-01-01,21.6
2013-02-01,23.3
2013-03-01,24
2013-04-01,23.4
2013-05-01,12
2013-06-01,0
2014-01-01,3.3
2014-02-01,5.4
2014-03-01,18.6
2014-04-01,20.8
2014-05-01,13.4
2014-06-01,0
