"datetime","snow.water.eq.inches"
1932-03-29,33.1
1933-03-31,18.6
1935-04-12,29.5
1937-04-08,33.2
1938-04-21,33.8
1939-03-31,14.7
1940-04-04,28.4
1941-03-28,29.8
1942-03-29,25.7
1943-03-27,29.2
1944-03-29,20.2
1945-04-02,28.4
1946-04-04,27.6
1947-03-31,17.9
1948-03-26,14.1
1949-04-05,27
1950-03-30,25.2
1951-03-26,12.6
1952-04-01,45.6
1953-02-26,19.1
1953-03-25,20.9
1954-01-29,7.9
1954-02-23,14.5
1954-03-30,22
1954-05-03,10.2
1955-01-25,14.6
1955-02-28,18.2
1955-04-04,16.7
1955-05-01,20.7
1956-02-02,35.9
1956-02-22,37.3
1956-03-29,37.3
1956-04-30,31.3
1957-01-28,8.8
1957-02-25,13.6
1957-03-28,16.7
1957-04-29,14.2
1958-01-31,14.2
1958-03-04,25.2
1958-03-27,33.1
1958-04-25,38
1959-01-26,7.8
1959-02-24,18
1959-03-27,16
1959-05-02,0
1960-01-26,5.9
1960-03-01,14.9
1960-03-29,17.3
1960-04-29,7.1
1961-01-30,9.5
1961-02-24,10.8
1961-03-27,15.2
1961-05-02,4
1961-12-29,8.4
1962-01-29,10.4
1962-02-23,25.3
1962-03-21,33.4
1962-04-27,21.2
1962-12-27,4.6
1963-01-28,1.9
1963-02-25,13.2
1963-03-26,14.8
1963-04-30,25.2
1963-12-28,1.9
1964-01-27,11.7
1964-02-24,12.4
1964-03-26,15
1964-05-01,6.7
1964-12-27,5.6
1965-01-28,28.1
1965-02-24,27.9
1965-03-25,27.2
1965-04-28,26.4
1965-12-28,15
1966-01-24,18.3
1966-02-24,21
1966-03-24,20.6
1966-04-29,6.4
1966-12-28,14
1967-01-31,26.6
1967-02-24,25.8
1967-03-23,32.4
1967-04-25,42.6
1967-12-27,13.9
1968-01-26,8.1
1968-02-23,15.4
1968-03-22,17.8
1968-04-25,10.2
1968-12-27,7.5
1969-01-28,35.4
1969-02-28,48.8
1969-03-25,51.4
1969-04-29,44.8
1969-12-27,11.4
1970-01-27,16.4
1970-03-03,20.5
1970-03-24,19.6
1970-04-28,18.1
1970-12-30,5.3
1971-01-26,22.2
1971-02-25,21.5
1971-03-26,25
1971-04-29,19.5
1971-12-28,19.2
1972-01-26,20.5
1972-02-24,21.9
1972-03-27,17.6
1972-04-25,16.3
1972-12-28,19.8
1973-01-30,19.1
1973-02-27,26.4
1973-03-27,32
1973-04-26,26.2
1973-12-28,8.7
1974-01-28,20.5
1974-03-04,26
1974-03-31,28.5
1974-04-29,26.4
1974-12-26,13.3
1975-01-02,6.7
1975-01-29,11.4
1975-02-23,24.6
1975-03-30,30.6
1975-04-29,36
1975-06-02,14.1
1976-01-23,2.7
1976-02-27,4.8
1976-03-25,6.7
1976-05-01,0
1976-12-29,1.6
1977-01-26,3.2
1977-02-26,5.3
1977-03-29,6.8
1977-04-26,0
1977-12-27,0
1978-01-24,24.6
1978-02-24,33.4
1978-03-28,36.3
1978-04-26,39.5
1978-06-06,4
1978-12-29,13.2
1979-01-26,12.3
1979-02-27,24.1
1979-03-29,27.2
1979-04-25,24.8
1979-12-27,5.9
1980-01-30,18.7
1980-02-26,33.4
1980-03-26,40.2
1980-04-25,34
1980-12-27,7.7
1981-02-02,11.2
1981-02-27,12.2
1981-03-30,17.8
1981-04-28,7.4
1981-12-29,3.8
1982-01-29,26.7
1982-02-23,27.7
1982-04-08,41.7
1982-04-27,37.3
1983-01-01,19.6
1983-01-25,26.7
1983-03-04,44.3
1983-04-01,51.6
1983-04-26,48.2
1984-01-25,22.8
1984-02-28,28.3
1984-03-27,26.9
1984-05-01,23
1984-12-14,15.7
1985-01-01,16.6
1985-01-29,12.8
1985-02-25,15
1985-04-01,21.5
1985-04-29,5.9
1986-01-27,13
1986-01-27,13
1986-02-25,37.2
1986-03-25,42.2
1986-04-05,36.7
1987-01-01,2.1
1987-01-29,4.9
1987-02-26,11.2
1987-03-30,13.6
1988-01-01,6.2
1988-01-26,12.1
1988-02-23,11.1
1988-03-31,8.5
1988-09-01,6.5
1989-01-30,16.4
1989-02-27,16.4
1989-04-04,21.5
1990-02-02,7.3
1990-03-30,12.8
1991-03-28,18.2
1992-04-02,13.2
1992-04-30,0
1993-03-30,37.3
1994-01-26,5.6
1994-02-24,14.1
1994-03-31,13.2
1994-04-28,3.3
1995-01-31,24.8
1995-02-23,30.2
1995-04-25,44.1
1996-03-26,27.9
1997-03-29,29.2
1998-03-30,34.1
1999-03-29,26
2000-03-29,25.2
2001-03-28,15.7
2002-01-31,17
2002-03-27,22.8
2002-05-01,9.2
2003-01-27,18.6
2003-02-26,21
2003-03-28,22.2
2003-04-30,23.2
2004-01-29,17.3
2004-03-24,21.2
2005-02-02,28.1
2005-02-24,31.8
2005-03-31,38.3
2005-04-26,35.3
2006-01-31,27.1
2006-02-24,27.6
2007-01-29,5.3
2007-03-02,14.3
2007-03-28,11.6
2008-02-01,20.4
2008-02-26,27.4
2008-04-01,25.3
2008-04-29,11.9
2009-01-27,9.5
2009-02-27,17.7
2009-03-25,24.6
2009-04-29,13.9
2010-01-29,16.7
2010-02-23,18.3
2010-04-06,23
2010-04-26,25.3
2011-01-26,21.4
2011-02-22,23.9
2011-03-29,40.9
2011-04-28,34.2
2012-01-26,5.1
2012-03-02,7.9
2012-03-29,9.4
2012-05-01,3.5
2013-01-28,18.7
2013-01-28,18.7
2013-02-26,19
2013-03-26,16.7
2014-02-24,9
2014-03-30,11.3
