"datetime","snow.water.eq.inches"
1910-04-01,29.4
1911-04-01,60.6
1913-04-01,20.2
1914-04-01,66.5
1915-04-01,40
1916-04-01,67.1
1917-04-01,55
1918-04-01,32.1
1919-04-01,43.4
1919-04-27,29.7
1920-04-01,29.9
1921-03-25,50.3
1922-01-01,18
1922-02-01,24.2
1922-03-01,50.6
1922-04-01,60.4
1923-01-01,33.4
1923-02-01,47.1
1923-04-01,38.4
1924-01-01,4.2
1924-02-01,10.4
1924-03-01,13.8
1924-04-01,17
1925-01-01,10.1
1925-02-01,14.5
1925-03-01,29.4
1925-04-01,26
1925-05-03,22.7
1926-01-01,4.2
1926-02-01,18.5
1926-03-01,28.3
1926-04-01,17.6
1927-01-01,15.9
1927-02-01,19.2
1927-03-01,44.8
1927-04-01,45.4
1928-01-04,11.1
1928-02-01,15.4
1928-04-09,28.1
1929-01-04,11.6
1929-02-01,15.4
1929-04-01,22.4
1930-01-02,5.7
1930-02-03,17.1
1930-03-03,24.5
1930-03-31,24.2
1930-04-29,14.1
1931-01-13,14.9
1931-01-28,18
1931-02-27,22.3
1931-03-23,17.5
1931-05-01,0
1932-02-04,46.9
1932-02-28,49.2
1932-03-29,50.1
1932-05-02,34.3
1932-05-30,10.9
1933-02-05,25.1
1933-02-27,27.2
1933-03-29,34.5
1933-05-06,21.9
1933-05-28,15.6
1934-01-27,22.1
1934-02-27,24.1
1934-03-26,16.4
1934-05-01,0
1935-01-28,28.6
1935-02-27,29
1935-04-09,53.7
1935-05-01,44.1
1936-01-28,27.3
1936-02-28,49.6
1936-03-27,43.9
1936-04-28,34.4
1937-01-06,9.3
1937-02-03,20.1
1937-03-03,39.2
1937-03-26,43.9
1937-04-29,36.5
1938-01-26,11
1938-02-28,44.6
1938-03-28,67.6
1938-05-03,59.3
1939-01-28,10.4
1939-02-27,19.6
1939-03-27,24.6
1939-05-01,0
1940-01-10,12.9
1940-01-31,18.8
1940-03-01,43
1940-04-01,49.4
1940-05-01,37.3
1941-01-11,26.7
1941-01-31,36.6
1941-03-03,44.5
1941-03-28,40.1
1941-04-30,41.4
1942-01-30,26.3
1942-02-27,40.6
1942-03-26,42
1942-05-01,37.6
1943-02-02,30.1
1943-03-01,35.8
1943-04-02,40.6
1943-04-30,16.6
1944-02-01,13.9
1944-03-01,27.4
1944-04-01,30.1
1944-05-01,27.5
1945-02-03,22.7
1945-02-28,24.9
1945-03-31,39
1945-05-01,23.7
1946-02-01,33.3
1946-03-01,41
1946-04-01,46.1
1946-05-01,23.1
1946-12-31,32.2
1947-02-03,15.9
1947-02-28,17.9
1947-03-31,27.9
1947-05-03,4.4
1948-01-27,7.5
1948-02-27,12.8
1948-03-29,24.5
1948-05-03,34.2
1949-01-03,15.7
1949-01-28,20.2
1949-02-28,31.1
1949-03-28,42.1
1949-05-04,13.2
1950-01-27,26.5
1950-02-28,39.9
1950-03-28,49.5
1950-05-03,40
1951-01-26,15.8
1951-02-28,23.7
1951-03-26,26.1
1951-04-26,0
1952-01-29,60.3
1952-02-27,73.6
1952-03-28,82
1952-05-06,62
1953-01-28,34.2
1953-02-26,35.6
1953-03-30,39
1953-04-28,29.9
1954-01-05,7.2
1954-01-26,19.4
1954-02-26,28.9
1954-03-26,34.2
1954-04-28,24.7
1955-01-27,25.8
1955-03-03,32.3
1955-03-31,30.9
1955-04-27,33.6
1956-01-30,44.3
1956-02-26,57.2
1956-03-29,50.9
1956-05-02,37.6
1957-01-29,15.4
1957-02-27,25.6
1957-03-27,33.3
1957-04-29,25.4
1958-01-27,20
1958-02-26,35.7
1958-03-28,53
1958-04-25,64.9
1959-01-26,10.9
1959-02-26,25.9
1959-03-31,24.5
1959-04-28,0
1960-02-03,22.5
1960-02-29,28.6
1960-03-25,28.6
1960-04-29,15.9
1961-02-02,13.4
1961-03-01,15.8
1961-03-29,25.3
1961-04-27,12.5
1962-01-29,15.1
1962-03-05,41.4
1962-03-28,48.5
1962-04-27,31.2
1963-02-01,0
1963-03-01,0
1963-03-25,6.1
1963-04-24,27.8
1964-01-02,7.8
1964-01-29,23.6
1964-02-27,23.5
1964-03-26,30.2
1965-01-29,42.5
1965-02-25,39.2
1965-04-01,41.7
1965-04-28,39.4
1966-01-04,20.9
1966-01-26,25.2
1966-03-02,34.8
1966-03-28,31.4
1966-04-27,11.8
1967-01-03,19.1
1967-01-31,41.6
1967-02-27,40.1
1967-03-29,51
1967-04-26,62.8
1968-01-25,17.3
1968-02-26,26.8
1968-03-27,30.9
1968-04-25,10.5
1968-12-28,14.2
1969-01-02,21.3
1969-02-07,58.1
1969-03-04,74.4
1969-03-26,69.8
1969-04-28,60.4
1970-01-26,23.9
1970-02-26,30.1
1970-04-01,27.5
1970-04-28,21.7
1970-12-29,8.5
1971-01-04,30.7
1971-01-28,39.2
1971-02-25,38.7
1971-03-29,53.4
1971-04-27,51.5
1972-01-28,26
1972-02-29,35.2
1972-03-27,27.1
1972-04-25,28.1
1972-12-29,21.8
1973-01-27,28.6
1973-02-26,39.5
1973-03-26,47.5
1973-04-25,43.6
1973-12-28,11.9
1974-01-03,23.1
1974-01-21,28
1974-02-21,33.1
1974-03-22,42.1
1974-05-01,44
1975-01-03,10.5
1975-01-21,16.6
1975-02-26,39.4
1975-03-27,55.8
1975-04-23,59.3
1976-01-26,4.7
1976-02-25,11.2
1976-03-24,14.6
1976-04-26,8.8
1976-12-29,3.6
1977-01-05,5.1
1977-02-01,5
1977-02-24,8.2
1977-03-28,11.5
1977-04-20,0
1978-01-06,25
1978-01-25,40.7
1978-02-21,51.7
1978-03-23,57.2
1978-04-28,56.1
1978-05-23,29.3
1979-01-03,8
1979-01-24,14.5
1979-02-28,29
1979-03-30,33.3
1979-04-23,28.7
1980-01-04,14.8
1980-01-25,26.2
1980-02-28,42.4
1980-03-24,50.8
1980-04-29,40.1
1981-01-29,11.2
1981-02-23,13.5
1981-03-30,22.4
1981-04-27,9
1981-12-30,4
1982-01-29,29.8
1982-02-24,26
1982-04-08,52.5
1982-04-29,45.7
1983-01-03,31
1983-02-01,40.6
1983-02-22,55.4
1983-03-28,87.2
1983-05-02,80.8
1984-01-03,20.7
1984-01-30,27.8
1984-02-27,39.2
1984-03-27,27.3
1984-04-25,41.1
1985-01-01,19.4
1985-01-28,19.8
1985-02-26,25.8
1985-04-03,34.8
1985-04-25,20.6
1986-01-02,19.5
1986-01-31,24
1986-02-26,49.6
1986-04-01,46.4
1986-04-30,32.2
1987-02-25,19.5
1987-03-01,8.4
1987-03-27,25.7
1987-04-28,3
1988-01-07,19
1988-01-26,21
1988-02-25,20
1988-03-29,7.8
1988-04-26,1.8
1989-01-04,19.1
1989-01-25,22.1
1989-02-28,27.3
1989-03-29,41
1989-04-28,25
1990-01-31,12.6
1990-02-26,21.4
1990-03-26,19.2
1990-04-26,1.5
1991-01-03,3.6
1991-02-10,2.8
1991-03-06,10.7
1991-03-26,24.9
1991-04-23,18
1992-01-27,9
1992-02-27,19.8
1992-03-26,19.4
1992-04-28,0
1993-01-03,27.5
1993-01-25,43.4
1993-03-01,63.1
1993-04-02,62.5
1993-04-27,52
1994-01-29,12.8
1994-02-23,25.1
1994-03-28,18.8
1994-05-02,2.2
1995-01-04,23.4
1995-01-31,51.8
1995-02-27,48.8
1995-03-30,72.6
1995-05-03,72.5
1996-01-02,5
1996-01-29,22.4
1996-02-26,30.8
1996-03-25,34.9
1996-04-29,29.6
1997-01-10,20.9
1997-01-29,41.2
1997-02-26,45
1997-03-27,30.6
1997-04-28,9.9
1998-01-26,27.8
1998-02-23,46.3
1998-03-27,52
1999-01-29,29.3
1999-02-26,50.2
1999-03-29,48.1
2000-02-01,20
2000-03-02,39.6
2000-03-29,37.6
2001-02-05,11.7
2001-02-26,20.7
2001-03-26,20.2
2001-04-27,11.4
2002-02-02,26.8
2002-02-28,29.2
2002-03-27,38
2002-04-29,20.4
2003-01-29,19.9
2003-02-27,23.4
2003-03-27,22
2003-04-29,27.8
2004-01-28,29
2004-03-02,38.5
2004-03-31,29.3
2005-01-31,32
2005-02-24,32.5
2005-03-30,43.1
2006-02-02,19.2
2006-02-23,18.1
2007-01-30,10
2007-03-03,23.2
2007-03-29,15.3
2007-04-25,7.6
2008-02-04,30
2008-02-28,36
2008-04-01,32.8
2008-04-29,14
2009-01-28,11.8
2009-03-03,30.7
2009-04-02,31.8
2009-04-30,17.1
2010-02-01,24
2010-02-28,31.1
2010-03-30,33.7
2010-05-03,34.1
2011-01-27,26.2
2011-03-01,42.2
2011-03-29,66.4
2011-05-02,56
2012-01-25,6.4
2012-02-28,4.6
2012-03-26,17.2
2012-04-25,13.9
2013-01-28,17.3
2013-01-28,17.3
2013-02-25,17
2013-03-25,14.4
2013-04-24,0.9
2014-01-27,0.5
2014-02-25,4
2014-03-27,4
2014-04-24,0.5
