"CALIFORNIA","","","","","","","","","","","","","",""
"2011 Benchmark","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"NAICS CODES","","TITLE","40179.0","40210.0","40238.0","40269.0","40299.0","40330.0","40360.0","40391.0","40422.0","40452.0","40483.0","40513.0"
"000111, 000112, 000113, 000114, 000115","TOTAL AGRICULTURAL","","300300.0","296300.0","295800.0","357200.0","432800.0","466300.0","426100.0","432500.0","436300.0","427400.0","372100.0","316900.0"
"000111, 000112","TOTAL PRODUCTION  ","","161300.0","161100.0","165200.0","195300.0","216100.0","224200.0","218200.0","219800.0","221700.0","226100.0","200000.0","172000.0"
"000111","TOTAL CROP PRODUCTION   ","","134100.0","133700.0","137600.0","167100.0","187500.0","195500.0","189500.0","191000.0","193100.0","197500.0","171500.0","143700.0"
"111110, 111120, 111130, 111140, 111150, 111160, 111191, 111199","OILSEED AND GRAIN FARMING","","1900.0","1900.0","2500.0","3200.0","3800.0","3400.0","3200.0","3100.0","3100.0","3500.0","3200.0","2400.0"
"111211, 111219","VEGETABLE AND MELON FARMING","","23400.0","23300.0","26000.0","31500.0","35100.0","36600.0","38400.0","38900.0","39500.0","40200.0","34300.0","26600.0"
"","FRUITS AND TREE NUTS","","71800.0","72400.0","71500.0","92000.0","106600.0","112900.0","106100.0","107600.0","109000.0","110200.0","92500.0","76200.0"
"111333, 111334","","BERRY CROPS","17200.0","20300.0","23900.0","37100.0","43500.0","45700.0","40700.0","36600.0","34300.0","37200.0","31100.0","19000.0"
"111332.0","","GRAPES","25400.0","24300.0","21500.0","24100.0","26400.0","29400.0","28100.0","30100.0","33800.0","32300.0","25000.0","25100.0"
"111335.0","","TREE NUTS","11900.0","11200.0","10600.0","10300.0","11300.0","10700.0","11200.0","11800.0","13500.0","15300.0","13500.0","12400.0"
"111310, 111320","","CITRUS FRUITS","4800.0","4700.0","4500.0","4800.0","5300.0","5300.0","4800.0","5400.0","5200.0","5900.0","5800.0","5100.0"
"111331, 111336, 111339","","DECIDUOUS TREE FRUITS","12500.0","11900.0","11000.0","15700.0","20100.0","21800.0","21300.0","23700.0","22200.0","19500.0","17100.0","14600.0"
"","GREENHOUSE, NURSERY, AND FLORICULTURE PRODUCTION","","26500.0","25600.0","26400.0","27700.0","27900.0","27400.0","26500.0","26100.0","25600.0","27700.0","26500.0","25900.0"
"111421, 111422","","ORNAMENTAL FLORIST AND NURSERY PRODUCTS","22500.0","21700.0","22100.0","23100.0","23300.0","23000.0","22200.0","21800.0","21200.0","23300.0","22100.0","21700.0"
"111411, 111419","","FOOD CROPS GROWN UNDER COVER","4000.0","3900.0","4300.0","4600.0","4600.0","4400.0","4300.0","4300.0","4400.0","4400.0","4300.0","4200.0"
"","OTHER CROP FARMING","","10500.0","10500.0","11200.0","12700.0","14100.0","15200.0","15300.0","15300.0","15900.0","15900.0","15000.0","12600.0"
"111920.0","","COTTON","2500.0","2600.0","2900.0","3200.0","3400.0","3500.0","3500.0","3500.0","3500.0","3700.0","3900.0","3400.0"
"111940, 111991, 111998","","OTHER FIELD CROPS","8000.0","7900.0","8300.0","9500.0","10700.0","11700.0","11800.0","11800.0","12400.0","12200.0","11100.0","9200.0"
"000112","TOTAL ANIMAL PRODUCTION AND AQUACULTURE","","27200.0","27400.0","27600.0","28200.0","28600.0","28700.0","28700.0","28800.0","28600.0","28600.0","28500.0","28300.0"
"112111.0","","BEEF CATTLE EXCLUDING FEED LOTS","3700.0","3700.0","3800.0","3900.0","3900.0","3900.0","3900.0","3900.0","3900.0","3900.0","3900.0","3900.0"
"112120.0","","DAIRY FARMS","17100.0","17200.0","17200.0","17600.0","17800.0","17800.0","17700.0","17700.0","17700.0","17700.0","17700.0","17600.0"
"112112, 112210, 112310, 112320, 112330, 112340, 112390, 112410, 112420, 112910, 112920, 112930, 112990, 112511, 112512, 112519","","OTHER LIVESTOCK AND AQUACULTURE","6400.0","6500.0","6600.0","6700.0","6900.0","7000.0","7100.0","7200.0","7000.0","7000.0","6900.0","6800.0"
"113110,113210","FORESTRY","","800.0","700.0","800.0","600.0","700.0","1100.0","900.0","800.0","900.0","1100.0","700.0","700.0"
"000114","FISHING, HUNTING, AND TRAPPING","","600.0","600.0","500.0","500.0","500.0","500.0","500.0","500.0","500.0","500.0","500.0","600.0"
"000115","SUPPORT ACTIVITIES FOR CROP AND ANIMAL PRODUCTION","","137600.0","133900.0","129300.0","160800.0","215500.0","240500.0","206500.0","211400.0","213200.0","199700.0","170900.0","143600.0"
"115111.0","","COTTON GINNING","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","200.0","400.0","800.0","700.0"
"115112.0","","SOIL PREPARATION, PLANTING, CULTIVATING","7500.0","7500.0","7700.0","7800.0","9000.0","8900.0","9400.0","9100.0","8800.0","8400.0","8000.0","7400.0"
"115113.0","","CROP HARVESTING, PRIMARILY BY MACHINE","3300.0","3100.0","3400.0","5000.0","6100.0","5700.0","5700.0","5500.0","5900.0","5900.0","5300.0","3900.0"
"115114.0","","POSTHARVEST CROP ACTIVITIES (EXCL. COTTON GINNING)","25300.0","24800.0","24500.0","30700.0","41600.0","44600.0","38800.0","40000.0","38500.0","35200.0","33500.0","27700.0"
