# Lobdell Lake (587)
# California  SNOTEL Site - 9233 ft
# Monthly Data for Oct 1978 to Sep 2014
#
# (As of: Wed Sep 17 14:19:44 PDT 2014)
#  **Provisional data, subject to revision**
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
1997,Jan 01,,18.1,Feb 01,,27.2,Mar 01,,28.6,Apr 01,,24.3,May 01,,12.9,Jun 01,,0.0
1998,Jan 01,,3.7,Feb 01,,8.1,Mar 01,,18.0,Apr 01,,23.9,May 01,,20.3,Jun 01,,11.9
1999,Jan 01,,4.2,Feb 01,,9.0,Mar 01,,14.6,Apr 01,,15.3,May 01,,16.4,Jun 01,,0.0
2000,Jan 01,,0.6,Feb 01,,5.9,Mar 01,,11.3,Apr 01,,12.1,May 01,,3.1,Jun 01,,0.0
2001,Jan 01,,1.8,Feb 01,,4.5,Mar 01,,8.3,Apr 01,,8.0,May 01,,3.9,Jun 01,,0.0
2002,Jan 01,,9.6,Feb 01,,9.6,Mar 01,,10.5,Apr 01,,12.3,May 01,,5.2,Jun 01,,0.0
2003,Jan 01,,12.9,Feb 01,,13.2,Mar 01,,15.1,Apr 01,,18.5,May 01,,20.2,Jun 01,,0.0
2004,Jan 01,,8.4,Feb 01,,10.0,Mar 01,,16.1,Apr 01,,12.0,May 01,,0.0,Jun 01,,0.0
2005,Jan 01,56,10.7,Feb 01,62,20.3,Mar 01,66,24.3,Apr 01,70,30.2,May 01,49,24.3,Jun 01,0,0.0
2006,Jan 01,61,12.2,Feb 01,56,18.6,Mar 01,70,20.4,Apr 01,81,29.6,May 01,54,27.7,Jun 01,0,0.0
2007,Jan 01,12,0.9,Feb 01,17,1.8,Mar 01,41,4.5,Apr 01,16,3.6,May 01,0,0.0,Jun 01,0,0.0
2008,Jan 01,13,2.5,Feb 01,52,12.8,Mar 01,60,19.0,Apr 01,41,19.5,May 01,11,9.0,Jun 01,0,0.0
2009,Jan 01,14,2.9,Feb 01,25,5.9,Mar 01,29,8.3,Apr 01,30,11.6,May 01,4,3.5,Jun 01,0,0.0
2010,Jan 01,19,4.8,Feb 01,37,9.8,Mar 01,57,15.0,Apr 01,44,16.3,May 01,34,16.9,Jun 01,0,0.0
2011,Jan 01,56,16.0,Feb 01,45,17.5,Mar 01,64,21.7,Apr 01,72,33.3,May 01,47,26.0,Jun 01,10,5.8
2012,Jan 01,1,0.3,Feb 01,18,3.7,Mar 01,20,4.6,Apr 01,22,6.0,May 01,0,0.0,Jun 01,0,0.0
2013,Jan 01,41,8.8,Feb 01,37,10.2,Mar 01,36,11.0,Apr 01,22,9.9,May 01,0,0.0,Jun 01,0,0.0
2014,Jan 01,4,0.8,Feb 01,18,2.6,Mar 01,32,6.1,Apr 01,18,6.9,May 01,0,0.0,Jun 01,0,0.0
