# Cedar Pass (391)
# California  SNOTEL Site - 7030 ft
# Monthly Data for Oct 1978 to Sep 2014
#
# (As of: Wed Sep 17 14:18:54 PDT 2014)
#  **Provisional data, subject to revision**
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
1997,Jan 01,,11.3,Feb 01,,15.2,Mar 01,,18.6,Apr 01,,17.8,May 01,,10.2,Jun 01,,0.0
1998,Jan 01,,8.0,Feb 01,,16.0,Mar 01,,25.9,Apr 01,,26.8,May 01,,21.8,Jun 01,,19.6
1999,Jan 01,,10.6,Feb 01,,16.1,Mar 01,,23.8,Apr 01,,26.6,May 01,,19.8,Jun 01,,0.0
2000,Jan 01,,3.2,Feb 01,,10.1,Mar 01,,14.2,Apr 01,,14.6,May 01,,0.0,Jun 01,,0.0
2001,Jan 01,,6.2,Feb 01,,8.3,Mar 01,,10.4,Apr 01,,8.3,May 01,,10.0,Jun 01,,0.0
2002,Jan 01,,10.8,Feb 01,,12.6,Mar 01,,16.7,Apr 01,,19.2,May 01,,12.2,Jun 01,,0.0
2003,Jan 01,,6.0,Feb 01,,6.1,Mar 01,,8.3,Apr 01,,11.9,May 01,,17.4,Jun 01,,0.0
2004,Jan 01,,12.2,Feb 01,,16.0,Mar 01,,20.9,Apr 01,,17.4,May 01,,2.5,Jun 01,,0.0
2005,Jan 01,,9.1,Feb 01,,10.9,Mar 01,,13.6,Apr 01,,18.1,May 01,,16.0,Jun 01,,0.0
2006,Jan 01,,5.1,Feb 01,,10.5,Mar 01,,12.6,Apr 01,,19.9,May 01,,17.0,Jun 01,,0.0
2007,Jan 01,16,5.1,Feb 01,20,6.3,Mar 01,50,10.5,Apr 01,25,9.7,May 01,6,3.4,Jun 01,0,0.0
2008,Jan 01,24,5.6,Feb 01,51,12.0,Mar 01,47,15.4,Apr 01,49,19.2,May 01,31,13.6,Jun 01,0,0.0
2009,Jan 01,26,6.5,Feb 01,29,9.7,Mar 01,41,13.2,Apr 01,41,15.5,May 01,23,10.0,Jun 01,0,0.0
2010,Jan 01,27,6.3,Feb 01,41,11.5,Mar 01,38,12.7,Apr 01,45,16.2,May 01,37,15.6,Jun 01,8,3.6
2011,Jan 01,42,11.6,Feb 01,36,12.4,Mar 01,48,15.4,Apr 01,67,24.9,May 01,67,27.8,Jun 01,40,18.0
2012,Jan 01,8,3.0,Feb 01,14,5.1,Mar 01,29,7.7,Apr 01,35,11.5,May 01,9,4.3,Jun 01,0,0.0
2013,Jan 01,28,6.3,Feb 01,35,9.8,Mar 01,34,10.7,Apr 01,20,7.6,May 01,0,0.0,Jun 01,0,0.0
2014,Jan 01,8,2.2,Feb 01,6,2.5,Mar 01,20,6.0,Apr 01,39,10.1,May 01,1,0.1,Jun 01,0,0.0
