# Adin Mtn (301)
# California  SNOTEL Site - 6190 ft
# Monthly Data for Sep 1984 to Sep 2014
#
# (As of: Wed Sep 17 14:18:40 PDT 2014)
#  **Provisional data, subject to revision**
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in)
1985,Jan 01,,9.1,Feb 01,,10.1,Mar 01,,14.9,Apr 01,,18.8,May 01,,1.0,Jun 01,,0.0
1986,Jan 01,,6.3,Feb 01,,8.6,Mar 01,,15.5,Apr 01,,14.7,May 01,,4.4,Jun 01,,0.0
1987,Jan 01,,2.3,Feb 01,,5.1,Mar 01,,8.0,Apr 01,,11.2,May 01,,0.0,Jun 01,,0.0
1988,Jan 01,,1.9,Feb 01,,7.5,Mar 01,,7.8,Apr 01,,5.6,May 01,,0.0,Jun 01,,0.0
1989,Jan 01,,9.1,Feb 01,,14.6,Mar 01,,16.6,Apr 01,,17.5,May 01,,0.7,Jun 01,,0.0
1990,Jan 01,,2.5,Feb 01,,4.8,Mar 01,,8.2,Apr 01,,7.6,May 01,,0.0,Jun 01,,2.3
1991,Jan 01,,2.4,Feb 01,,3.9,Mar 01,,2.4,Apr 01,,5.6,May 01,,2.0,Jun 01,,0.2
1992,Jan 01,,3.3,Feb 01,,3.9,Mar 01,,5.4,Apr 01,,0.3,May 01,,0.0,Jun 01,,0.2
1993,Jan 01,,9.5,Feb 01,,17.2,Mar 01,,21.1,Apr 01,,16.7,May 01,,9.9,Jun 01,,0.0
1994,Jan 01,,4.6,Feb 01,,6.0,Mar 01,,10.4,Apr 01,,8.6,May 01,,0.6,Jun 01,,0.0
1995,Jan 01,,12.0,Feb 01,,17.2,Mar 01,,17.7,Apr 01,,22.9,May 01,,18.5,Jun 01,,0.0
1996,Jan 01,,2.4,Feb 01,,10.3,Mar 01,,13.8,Apr 01,,15.0,May 01,,5.3,Jun 01,,0.0
1997,Jan 01,,7.7,Feb 01,,10.1,Mar 01,,9.8,Apr 01,,8.5,May 01,,0.0,Jun 01,,0.0
1998,Jan 01,,4.1,Feb 01,,13.9,Mar 01,,20.0,Apr 01,,20.7,May 01,,15.5,Jun 01,,0.3
1999,Jan 01,25,7.8,Feb 01,43,10.2,Mar 01,58,17.6,Apr 01,52,20.1,May 01,21,9.9,Jun 01,0,0.0
2000,Jan 01,12,3.7,Feb 01,36,8.9,Mar 01,43,12.8,Apr 01,27,11.6,May 01,0,0.0,Jun 01,0,0.0
2001,Jan 01,18,4.0,Feb 01,31,6.4,Mar 01,38,9.5,Apr 01,10,4.0,May 01,0,0.0,Jun 01,0,0.0
2002,Jan 01,26,7.6,Feb 01,33,8.9,Mar 01,34,8.8,Apr 01,32,11.6,May 01,5,1.1,Jun 01,0,0.0
2003,Jan 01,26,8.2,Feb 01,14,6.0,Mar 01,18,6.9,Apr 01,4,3.2,May 01,13,6.4,Jun 01,0,0.0
2004,Jan 01,41,9.9,Feb 01,41,12.7,Mar 01,50,17.0,Apr 01,17,8.9,May 01,0,0.0,Jun 01,0,0.0
2005,Jan 01,28,4.4,Feb 01,31,7.9,Mar 01,31,8.3,Apr 01,28,10.6,May 01,2,1.6,Jun 01,0,0.0
2006,Jan 01,11,1.3,Feb 01,32,7.4,Mar 01,29,10.4,Apr 01,45,14.6,May 01,27,10.4,Jun 01,0,0.0
2007,Jan 01,16,3.3,Feb 01,17,4.9,Mar 01,46,9.0,Apr 01,13,4.6,May 01,0,0.0,Jun 01,0,0.0
2008,Jan 01,21,4.4,Feb 01,50,10.8,Mar 01,43,13.2,Apr 01,33,13.2,May 01,3,1.9,Jun 01,0,0.0
2009,Jan 01,24,6.1,Feb 01,27,8.4,Mar 01,35,11.3,Apr 01,27,11.0,May 01,2,1.7,Jun 01,0,0.0
2010,Jan 01,29,6.8,Feb 01,34,10.4,Mar 01,31,11.6,Apr 01,35,13.3,May 01,21,9.7,Jun 01,0,0.0
2011,Jan 01,35,8.8,Feb 01,28,9.3,Mar 01,42,13.2,Apr 01,49,18.7,May 01,30,15.2,Jun 01,0,0.0
2012,Jan 01,4,1.5,Feb 01,8,3.7,Mar 01,16,5.2,Apr 01,19,6.8,May 01,0,0.0,Jun 01,0,0.0
2013,Jan 01,25,5.9,Feb 01,23,7.5,Mar 01,25,8.1,Apr 01,3,1.3,May 01,0,0.0,Jun 01,0,0.0
2014,Jan 01,1,0.5,Feb 01,0,0.0,Mar 01,4,0.6,Apr 01,14,3.6,May 01,0,0.0,Jun 01,0,0.0
