# Sonora Pass (771)
# California  SNOTEL Site - 8827 ft
# Monthly Data for Oct 1978 to Sep 2014
#
# (As of: Wed Sep 17 14:19:58 PDT 2014)
#  **Provisional data, subject to revision**
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
1989,Jan 01,,10.8,Feb 01,,12.9,Mar 01,,17.8,Apr 01,,24.4,May 01,,17.7,Jun 01,,1.3
1990,Jan 01,,3.4,Feb 01,,6.9,Mar 01,,13.3,Apr 01,,12.8,May 01,,8.1,Jun 01,,0.4
1991,Jan 01,,2.2,Feb 01,,2.4,Mar 01,,3.9,Apr 01,,16.3,May 01,,15.1,Jun 01,,1.4
1992,Jan 01,,7.9,Feb 01,,8.4,Mar 01,,13.7,Apr 01,,14.6,May 01,,2.3,Jun 01,,0.0
1993,Jan 01,,11.6,Feb 01,,23.1,Mar 01,,31.2,Apr 01,,35.8,May 01,,33.5,Jun 01,,3.7
1994,Jan 01,,4.0,Feb 01,,6.2,Mar 01,,13.0,Apr 01,,14.0,May 01,,9.9,Jun 01,,0.0
1995,Jan 01,,9.2,Feb 01,,25.2,Mar 01,,26.3,Apr 01,,44.8,May 01,,44.4,Jun 01,,44.5
1996,Jan 01,,4.8,Feb 01,,14.1,Mar 01,,20.8,Apr 01,,27.9,May 01,,23.3,Jun 01,,3.7
1997,Jan 01,,20.4,Feb 01,,34.0,Mar 01,,35.6,Apr 01,,37.2,May 01,,29.5,Jun 01,,0.0
1998,Jan 01,,5.5,Feb 01,,13.9,Mar 01,,28.8,Apr 01,,35.0,May 01,,33.3,Jun 01,,23.3
1999,Jan 01,29,7.2,Feb 01,62,15.5,Mar 01,81,25.6,Apr 01,76,29.2,May 01,67,31.9,Jun 01,9,3.0
2000,Jan 01,8,1.3,Feb 01,54,9.8,Mar 01,89,19.8,Apr 01,64,21.5,May 01,41,17.6,Jun 01,0,0.0
2001,Jan 01,15,3.2,Feb 01,34,6.8,Mar 01,58,13.0,Apr 01,44,15.5,May 01,37,16.1,Jun 01,0,0.0
2002,Jan 01,47,13.3,Feb 01,45,14.4,Mar 01,47,17.6,Apr 01,57,22.5,May 01,37,15.2,Jun 01,0,0.0
2003,Jan 01,67,15.1,Feb 01,44,15.3,Mar 01,55,18.0,Apr 01,52,22.5,May 01,64,27.4,Jun 01,4,2.6
2004,Jan 01,56,13.0,Feb 01,47,16.1,Mar 01,77,25.5,Apr 01,54,25.9,May 01,29,14.6,Jun 01,0,0.0
2005,Jan 01,78,16.6,Feb 01,82,27.4,Mar 01,94,32.6,Apr 01,103,40.5,May 01,80,38.3,Jun 01,28,14.5
2006,Jan 01,55,14.1,Feb 01,70,20.1,Mar 01,79,25.7,Apr 01,108,37.0,May 01,85,36.9,Jun 01,16,8.1
2007,Jan 01,20,2.8,Feb 01,23,3.9,Mar 01,64,10.6,Apr 01,39,11.5,May 01,23,7.7,Jun 01,0,0.0
2008,Jan 01,19,3.8,Feb 01,69,16.6,Mar 01,75,22.7,Apr 01,62,23.4,May 01,38,19.4,Jun 01,0,0.0
2009,Jan 01,24,5.2,Feb 01,33,8.7,Mar 01,54,12.9,Apr 01,63,21.4,May 01,42,15.8,Jun 01,0,0.0
2010,Jan 01,26,6.5,Feb 01,59,14.3,Mar 01,70,19.5,Apr 01,67,23.9,May 01,64,27.4,Jun 01,32,15.6
2011,Jan 01,70,18.8,Feb 01,61,19.7,Mar 01,84,26.3,Apr 01,103,39.3,May 01,76,36.2,Jun 01,47,25.0
2012,Jan 01,5,1.3,Feb 01,23,5.7,Mar 01,35,6.6,Apr 01,47,10.4,May 01,13,4.7,Jun 01,0,0.0
2013,Jan 01,58,16.1,Feb 01,50,17.7,Mar 01,50,17.3,Apr 01,53,19.0,May 01,21,8.8,Jun 01,0,0.0
2014,Jan 01,10,2.2,Feb 01,24,4.1,Mar 01,47,10.2,Apr 01,54,12.8,May 01,17,6.9,Jun 01,0,0.0
