# Monitor Pass (633)
# California  SNOTEL Site - 8310 ft
# Monthly Data for Jul 1990 to Sep 2014
#
# (As of: Wed Sep 17 14:19:46 PDT 2014)
#  **Provisional data, subject to revision**
#
Water Year,Jan,Jan,Jan,Feb,Feb,Feb,Mar,Mar,Mar,Apr,Apr,Apr,May,May,May,Jun,Jun,Jun
,Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in),Snow Water Equivalent Collection Date,Snow Depth (in),Snow Water Equivalent (in)
1991,Jan 01,,2.2,Feb 01,,2.6,Mar 01,,3.3,Apr 01,,12.5,May 01,,6.0,Jun 01,,0.0
1992,Jan 01,,4.4,Feb 01,,5.2,Mar 01,,7.4,Apr 01,,7.5,May 01,,0.0,Jun 01,,0.0
1993,Jan 01,,8.6,Feb 01,,15.3,Mar 01,,21.4,Apr 01,,22.1,May 01,,12.6,Jun 01,,0.0
1994,Jan 01,,2.6,Feb 01,,3.3,Mar 01,,8.3,Apr 01,,7.8,May 01,,0.0,Jun 01,,0.0
1995,Jan 01,,6.9,Feb 01,,14.7,Mar 01,,15.3,Apr 01,,28.4,May 01,,25.4,Jun 01,,6.5
1996,Jan 01,,3.1,Feb 01,,9.2,Mar 01,,15.7,Apr 01,,20.6,May 01,,11.2,Jun 01,,0.0
1997,Jan 01,,11.9,Feb 01,,18.6,Mar 01,,19.7,Apr 01,,15.3,May 01,,1.3,Jun 01,,0.0
1998,Jan 01,,3.9,Feb 01,,8.7,Mar 01,,17.7,Apr 01,,20.3,May 01,,13.6,Jun 01,,1.1
1999,Jan 01,,4.3,Feb 01,,9.7,Mar 01,,15.8,Apr 01,,16.4,May 01,,16.0,Jun 01,,0.0
2000,Jan 01,,0.4,Feb 01,,5.9,Mar 01,,11.4,Apr 01,,10.6,May 01,,0.0,Jun 01,,0.0
2001,Jan 01,,3.3,Feb 01,,6.7,Mar 01,,10.4,Apr 01,,8.3,May 01,,1.2,Jun 01,,0.0
2002,Jan 01,30,9.1,Feb 01,31,9.9,Mar 01,29,11.0,Apr 01,30,13.4,May 01,1,0.8,Jun 01,0,0.0
2003,Jan 01,47,11.8,Feb 01,31,12.4,Mar 01,42,14.5,Apr 01,26,12.7,May 01,24,11.8,Jun 01,0,0.0
2004,Jan 01,37,8.5,Feb 01,36,10.0,Mar 01,57,15.3,Apr 01,26,10.3,May 01,0,0.0,Jun 01,0,0.0
2005,Jan 01,50,9.3,Feb 01,55,15.7,Mar 01,65,19.6,Apr 01,60,22.6,May 01,35,17.3,Jun 01,0,0.0
2006,Jan 01,41,11.3,Feb 01,49,16.4,Mar 01,60,19.4,Apr 01,73,25.2,May 01,46,19.8,Jun 01,0,0.0
2007,Jan 01,13,2.0,Feb 01,18,3.4,Mar 01,39,7.7,Apr 01,14,5.3,May 01,0,0.0,Jun 01,0,0.0
2008,Jan 01,13,2.2,Feb 01,45,10.9,Mar 01,56,16.0,Apr 01,35,14.2,May 01,4,1.1,Jun 01,0,0.0
2009,Jan 01,19,4.0,Feb 01,24,6.6,Mar 01,32,9.4,Apr 01,33,12.7,May 01,8,3.5,Jun 01,0,0.0
2010,Jan 01,18,5.2,Feb 01,39,11.3,Mar 01,47,14.2,Apr 01,38,15.5,May 01,28,13.5,Jun 01,0,0.0
2011,Jan 01,41,11.9,Feb 01,34,12.4,Mar 01,59,17.8,Apr 01,65,27.3,May 01,38,18.5,Jun 01,0,0.0
2012,Jan 01,0,0.0,Feb 01,16,3.4,Mar 01,20,4.5,Apr 01,23,5.4,May 01,0,0.0,Jun 01,0,0.0
2013,Jan 01,41,9.4,Feb 01,37,10.9,Mar 01,37,11.3,Apr 01,19,8.9,May 01,0,0.0,Jun 01,0,0.0
2014,Jan 01,10,2.0,Feb 01,20,4.0,Mar 01,25,7.2,Apr 01,16,6.2,May 01,0,0.0,Jun 01,0,0.0
