"Consumer Price Index - Average Price Data","","","","","","","","","","","","",""
"Original Data Value","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Series Id:","APU0000711311","","","","","","","","","","","",""
"Area:","U.S. city average","","","","","","","","","","","",""
"Item:","Oranges, Navel, per lb. (453.6 gm)","","","","","","","","","","","",""
"Years:","2004 to 2014","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"2004.0","0.793","0.725","0.73","0.744","0.77","0.878","","","1.142","","1.08","0.865",""
"2005.0","0.838","0.802","0.783","0.816","0.899","1.012","","","1.363","1.388","1.172","0.885",""
"2006.0","0.837","0.915","0.888","0.876","0.99","1.119","1.27","","1.483","1.423","1.2","0.958",""
"2007.0","1.092","1.375","1.301","1.243","1.268","1.321","","1.5","1.503","1.542","1.079","0.905",""
"2008.0","0.905","0.887","0.898","0.931","1.008","1.136","1.291","1.452","1.471","1.428","1.055","0.934",""
"2009.0","0.896","0.912","0.889","0.91","0.963","1.06","1.191","1.222","1.255","1.262","1.113","0.932",""
"2010.0","0.899","0.87","0.858","0.871","0.952","1.096","1.149","1.242","1.302","1.281","1.2","1.021",""
"2011.0","1.052","0.989","0.957","0.926","0.916","1.014","1.078","1.268","1.438","1.386","1.142","0.983",""
"2012.0","0.929","0.852","0.85","0.91","0.968","1.032","1.127","1.283","1.296","1.254","1.102","1.035",""
"2013.0","0.991","0.998","0.988","0.981","1.048","1.147","1.287","1.377","1.334","1.328","1.201","1.129",""
"2014.0","1.118","1.146","1.212","1.261","1.342","1.299","1.39","1.467","","","","",""
