"Consumer Price Index - Average Price Data","","","","","","","","","","","","",""
"Original Data Value","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Series Id:","APU0000712211","","","","","","","","","","","",""
"Area:","U.S. city average","","","","","","","","","","","",""
"Item:","Lettuce, iceberg, per lb. (453.6 gm)","","","","","","","","","","","",""
"Years:","2004 to 2014","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual"
"2004.0","0.876","0.805","0.813","0.801","0.71","0.751","0.737","0.808","0.771","0.83","0.849","0.823",""
"2005.0","0.817","0.73","0.829","1.004","0.926","0.895","0.885","0.855","0.848","0.926","0.873","0.854",""
"2006.0","0.874","0.794","0.815","0.869","0.967","0.848","0.783","0.864","0.953","0.873","0.85","0.896",""
"2007.0","0.926","0.92","0.915","0.986","0.879","0.856","0.849","0.879","0.927","1.066","0.988","0.949",""
"2008.0","0.95","0.895","0.873","0.902","0.868","0.86","0.875","0.878","0.906","1.001","0.979","0.877",""
"2009.0","0.944","0.93","0.875","0.907","0.887","0.876","0.855","0.842","0.805","0.844","1.009","1.186",""
"2010.0","0.896","0.839","0.858","0.83","0.837","0.887","0.853","0.839","0.83","0.87","0.965","0.992",""
"2011.0","0.94","1.142","1.277","1.057","0.962","0.967","0.897","0.902","0.899","0.915","0.961","0.947",""
"2012.0","0.942","0.798","0.805","0.783","0.826","0.904","0.86","0.878","0.892","0.835","0.893","0.868",""
"2013.0","1.002","1.096","1.195","0.972","0.924","0.929","0.93","1.077","0.98","","1.066","0.99",""
"2014.0","0.924","0.919","0.926","0.896","0.993","1.121","1.108","1.111","","","","",""
